botid, date, time, press, ph, 
#, mmddyy, hhmmss, dbar,  , 
0860200222, 080297, 080201,    4.6,  8.099,
0860200221, 080297, 080101,   14.3,  8.099,
0860200219, 080297, 075937,   24.9,  8.098,
0860200218, 080297, 075811,   35.3,  8.098,
0860200217, 080297, 075715,   43.9,  8.099,
0860200216, 080297, 075613,   59.9,  8.096,
0860200214, 080297, 075359,   85.1,  8.095,
0860200213, 080297, 075305,   94.7,  8.090,
0860200212, 080297, 075213,  101.7,  8.082,
0860200211, 080297, 075115,  114.3,  8.056,
0860200210, 080297, 074953,  124.7,  8.041,
0860200209, 080297, 074851,  134.1,  8.032,
0860200208, 080297, 074755,  149.5,  8.007,
0860200207, 080297, 074701,  159.7,  8.000,
0860200206, 080297, 074559,  175.0,  7.999,
0860200205, 080297, 074509,  183.5,  7.978,
0860200204, 080297, 074401,  199.6,  7.965,
0870200222, 092597, 090724,    4.5,  8.107,
0870200221, 092597, 090604,   14.0,  8.107,
0870200219, 092597, 090440,   25.2,  8.107,
0870200217, 092597, 090208,   44.7,  8.106,
0870200216, 092597, 090042,   59.6,  8.106,
0870200215, 092597, 085908,   75.5,  8.103,
0870200214, 092597, 085804,   84.6,  8.099,
0870200213, 092597, 085700,   93.9,  8.095,
0870200212, 092597, 085544,  104.6,  8.087,
0870200211, 092597, 085440,  114.1,  8.076,
0870200210, 092597, 085332,  125.0,  8.068,
0870200208, 092597, 085100,  149.6,  8.044,
0870200207, 092597, 084950,  160.1,  8.023,
0870200206, 092597, 084840,  174.3,  8.005,
0870200205, 092597, 084730,  184.7,  7.996,
0870200204, 092597, 084616,  198.4,  8.009,
0880200221, 120597, 050854,    5.3,  8.100,
0880200220, 120597, 050746,   14.6,  8.098,
0880200219, 120597, 050632,   25.3,  8.100,
0880200218, 120597, 050524,   33.2,  8.100,
0880200217, 120597, 050412,   43.6,  8.099,
0880200215, 120597, 050152,   73.8,  8.096,
0880200214, 120597, 050045,   84.5,  8.099,
0880200213, 120597, 045942,   95.3,  8.097,
0880200212, 120597, 045828,  106.7,  8.099,
0880200211, 120597, 045717,  115.2,  8.098,
0880200210, 120597, 045609,  124.5,  8.060,
0880200209, 120597, 045507,  134.0,  8.048,
0880200208, 120597, 045353,  148.7,  8.023,
0880200207, 120597, 045255,  159.4,  8.003,
0880200206, 120597, 045143,  173.6,  7.976,
0880200205, 120597, 045035,  185.2,  7.968,
0890200622, 011198, 070203,    4.6,  8.089,
0890200621, 011198, 070037,   14.7,  8.090,
0890200619, 011198, 065903,   24.6,  8.089,
0890200618, 011198, 065743,   34.6,  8.084,
0890200617, 011198, 065623,   43.6,  8.078,
0890200616, 011198, 065443,   59.1,  8.088,
0890200615, 011198, 065317,   75.3,  8.080,
0890200614, 011198, 065203,   84.9,  8.080,
0890200613, 011198, 065053,   94.8,  8.065,
0890200612, 011198, 064953,  104.3,  8.050,
0890200611, 011198, 064843,  114.7,  8.031,
0890200610, 011198, 064733,  124.4,  8.017,
0890200609, 011198, 064627,  134.7,  8.000,
0890200608, 011198, 064517,  149.4,  7.989,
0890200607, 011198, 064413,  159.8,  7.973,
0890200606, 011198, 064257,  173.6,  7.964,
0890200605, 011198, 064141,  185.1,  7.948,
0900200522, 021998, 060516,    5.1,  8.084,
0900200521, 021998, 060402,   13.8,  8.086,
0900200519, 021998, 060222,   24.5,  8.085,
0900200518, 021998, 060042,   34.9,  8.085,
0900200517, 021998, 055926,   44.6,  8.084,
0900200516, 021998, 055752,   59.5,  8.079,
0900200515, 021998, 055616,   74.0,  8.072,
0900200514, 021998, 055502,   84.6,  8.067,
0900200513, 021998, 055348,   94.5,  8.054,
0900200512, 021998, 055232,  105.2,  8.043,
0900200511, 021998, 055116,  116.1,  8.024,
0900200510, 021998, 054952,  125.8,  8.016,
0900200509, 021998, 054832,  135.0,  8.005,
0900200508, 021998, 054712,  149.0,  7.991,
0900200507, 021998, 054552,  161.0,  7.969,
0900200506, 021998, 054422,  174.2,  7.976,
0900200505, 021998, 054302,  184.9,  7.965,
0900200504, 021998, 054146,  199.8,  7.957,
0910200622, 031898, 070348,    4.1,  8.092,
0910200621, 031898, 070238,   14.8,  8.094,
0910200619, 031898, 070122,   25.7,  8.093,
0910200618, 031898, 070002,   34.9,  8.094,
0910200617, 031898, 065852,   44.9,  8.094,
0910200616, 031898, 065732,   59.7,  8.095,
0910200615, 031898, 065612,   74.6,  8.082,
0910200614, 031898, 065502,   85.0,  8.082,
0910200613, 031898, 065358,   94.5,  8.072,
0910200612, 031898, 065252,  105.1,  8.063,
0910200611, 031898, 065138,  114.7,  8.056,
0910200610, 031898, 065032,  124.6,  8.061,
0910200609, 031898, 064922,  134.1,  8.057,
0910200608, 031898, 064808,  149.3,  8.045,
0910200607, 031898, 064702,  159.7,  8.010,
0910200606, 031898, 064548,  174.8,  7.991,
0910200605, 031898, 064428,  184.7,  7.979,
0920200622, 041598, 070718,    5.1,  8.082,
0920200620, 041598, 070512,   25.4,  8.084,
0920200619, 041598, 070502,   25.1,  8.085,
0920200618, 041598, 070404,   34.1,  8.085,
0920200617, 041598, 070304,   45.5,  8.085,
0920200616, 041598, 070148,   60.3,  8.085,
0920200615, 041598, 070034,   74.3,  8.084,
0920200614, 041598, 065920,   84.6,  8.085,
0920200613, 041598, 065818,   94.1,  8.081,
0920200612, 041598, 065718,  104.3,  8.069,
0920200611, 041598, 065618,  114.2,  8.061,
0920200610, 041598, 065518,  124.9,  8.060,
0920200608, 041598, 065318,  148.8,  8.057,
0920200607, 041598, 065218,  157.9,  8.059,
0920200606, 041598, 065104,  177.1,  8.048,
0920200605, 041598, 064936,  190.6,  7.996,
0930200623, 051398, 070757,    4.3,  8.084,
0930200620, 051398, 070504,   24.9,  8.079,
0930200618, 051398, 070348,   35.1,  8.079,
0930200617, 051398, 070242,   44.7,  8.081,
0930200616, 051398, 070122,   59.8,  8.079,
0930200615, 051398, 070007,   74.6,  8.081,
0930200614, 051398, 065852,   85.8,  8.079,
0930200613, 051398, 065746,   94.7,  8.077,
0930200612, 051398, 065634,  104.8,  8.071,
0930200611, 051398, 065527,  115.4,  8.063,
0930200609, 051398, 065312,  134.1,  8.038,
0930200608, 051398, 065151,  151.0,  8.020,
0930200607, 051398, 065043,  160.1,  8.013,
0930200606, 051398, 064926,  174.8,  8.004,
0930200605, 051398, 064809,  187.6,  8.005,
0940200323, 061798, 081234,    5.7,  8.084,
0940200320, 061798, 080955,   25.3,  8.084,
0940200318, 061798, 080829,   35.7,  8.081,
0940200317, 061798, 080724,   45.9,  8.086,
0940200316, 061798, 080609,   60.4,  8.086,
0940200315, 061798, 080449,   74.7,  8.081,
0940200314, 061798, 080329,   84.9,  8.074,
0940200313, 061798, 080219,   95.1,  8.076,
0940200312, 061798, 080109,  105.4,  8.071,
0940200311, 061798, 075959,  115.9,  8.063,
0940200310, 061798, 075849,  125.8,  8.050,
0940200309, 061798, 075739,  135.5,  8.037,
0940200308, 061798, 075624,  150.4,  8.027,
0940200307, 061798, 075504,  160.0,  8.019,
0940200306, 061798, 075344,  175.4,  8.009,
0940200305, 061798, 075229,  185.6,  8.002,
1490200715, 062003, 100010,   24.9,  8.096,
1490200713, 062003, 095754,   45.1,  8.091,
1490200711, 062003, 095509,   74.8,  8.070,
1490200709, 062003, 095239,   99.5,  8.052,
1490200706, 062003, 094839,  149.6,  8.018,
1500200719, 072003, 101350,    4.8,  8.085,
1500200716, 072003, 101047,   24.9,  8.077,
1500200714, 072003, 100841,   45.0,  8.078,
1500200712, 072003, 100607,   74.5,  8.062,
1500200710, 072003, 100231,   98.7,  8.046,
1500200707, 072003, 095842,  148.9,  7.992,
1510200719, 082103, 095708,    4.5,  8.088,
1510200717, 082103, 095506,   25.3,  8.092,
1510200714, 082103, 095245,   44.7,  8.088,
1510200712, 082103, 095030,   74.1,  8.076,
1510200710, 082103, 094837,  100.1,  8.065,
1510200707, 082103, 094553,  149.2,  8.002,
1510200704, 082103, 094252,  198.9,  7.978,
1520200716, 101503, 100649,   25.2,  8.110,
1520200714, 101503, 100419,   45.4,  8.091,
1520200712, 101503, 100203,   74.2,  8.094,
1520200710, 101503, 095921,  100.5,  8.068,
1520200707, 101503, 095444,  150.1,  8.041,
1530200718, 111003, 102917,    4.8,  8.104,
1530200715, 111003, 102306,   24.2,  8.107,
1530200711, 111003, 101734,   77.3,  8.087,
1530200709, 111003, 101459,   99.4,  8.038,
1530200706, 111003, 101050,  151.8,  7.966,
1540200618, 122003, 101115,    6.5,  8.094,
1540200611, 122003, 100243,   75.4,  8.080,
1540200609, 122003, 100008,  100.5,  8.028,
1540200606, 122003, 095632,  149.6,  7.982,
1540200603, 122003, 095209,  199.8,  7.923,
1550200718, 012204, 095251,    3.6,  8.092,
1550200715, 012204, 095052,   24.7,  8.088,
1550200711, 012204, 094711,   73.5,  8.088,
1550200709, 012204, 094520,   99.1,  8.085,
1550200706, 012204, 094225,  148.7,  8.009,
1560200718, 022504, 095850,    4.7,  8.093,
1560200715, 022504, 095640,   23.9,  8.086,
1560200711, 022504, 095142,   72.9,  8.085,
1560200709, 022504, 094950,   99.4,  8.065,
1570200719, 032004, 102505,    8.0,  8.085,
1570200716, 032004, 102259,   24.7,  8.084,
1570200712, 032004, 101745,   73.6,  8.079,
1570200707, 032004, 101130,  149.5,  7.986,
1570200704, 032004, 100701,  199.8,  7.935,
1580200719, 042104, 103330,    4.7,  8.079,
1580200714, 042104, 102651,   44.4,  8.087,
1580200710, 042104, 102030,   99.9,  8.073,
1580200707, 042104, 101501,  149.4,  8.033,
1580200704, 042104, 101001,  199.3,  7.951,
1590200716, 051904, 095406,   24.2,  8.090,
1590200712, 051904, 094923,   73.9,  8.084,
1590200710, 051904, 094541,   98.3,  8.044,
1590200707, 051904, 094122,  149.2,  7.973,
1590200704, 051904, 093722,  198.3,  7.948,
1600200819, 061604, 095305,    3.8,  8.092,
1600200814, 061604, 094850,   44.6,  8.093,
1600200810, 061604, 094410,   99.0,  8.075,
1600200807, 061604, 094114,  149.2,  8.041,
1600200804, 061604, 093805,  198.5,  7.964,
1610200322, 071404, 002513,    4.9,  8.100,
1610200319, 071404, 002333,   25.1,  8.101,
1610200314, 071404, 001933,   74.4,  8.098,
1610200311, 071404, 001703,   99.7,  8.092,
1610200301, 071404, 000922,  200.0,  7.984,
1620201119, 081704, 102258,    4.2,  8.106,
1620201114, 081704, 101902,   44.8,  8.086,
1620201110, 081704, 101512,   99.9,  8.034,
1620201107, 081704, 101149,  149.6,  7.984,
1620201104, 081704, 100825,  199.2,  7.905,
1630200819, 092904, 095158,    4.9,  8.115,
1630200816, 092904, 094939,   24.4,  8.114,
1630200812, 092904, 094558,   73.1,  8.074,
1630200810, 092904, 094418,   99.3,  8.053,
1630200804, 092904, 093633,  199.5,  7.943,
1640200719, 103104, 095221,    5.0,  8.092,
1640200716, 103104, 095015,   24.5,  8.100,
1640200712, 103104, 094625,   75.2,  8.069,
1640200710, 103104, 094432,   99.4,  8.046,
1650200121, 112704, 105447,   30.1,  8.101,
1650200822, 112804, 095807,    5.0,  8.113,
1650200818, 112804, 095442,   24.4,  8.114,
1650200816, 112804, 095219,   44.9,  8.082,
1650200814, 112804, 094925,   74.9,  8.063,
1650200810, 112804, 094626,   98.7,  8.038,
1660200919, 122104, 101124,    5.1,  8.098,
1660200916, 122104, 100803,   25.1,  8.098,
1660200910, 122104, 095803,  100.5,  8.085,
1660200907, 122104, 095203,  149.4,  7.985,
1660200904, 122104, 094622,  199.6,  7.924,
1670200819, 020205, 101014,    4.7,  8.082,
1670200816, 020205, 100713,   25.6,  8.090,
1670200814, 020205, 100414,   45.3,  8.093,
1670200812, 020205, 100114,   75.3,  8.072,
1680200819, 030505, 102006,    4.8,  8.091,
1680200816, 030505, 101709,   25.5,  8.088,
1680200814, 030505, 101455,   45.0,  8.067,
1680200812, 030505, 101200,   75.5,  8.061,
1680200810, 030505, 100935,   99.7,  8.023,
1680200807, 030505, 100542,  150.8,  7.980,
1690200519, 051805, 102306,   10.2,  8.087,
1690200516, 051805, 101938,   24.7,  8.087,
1690200514, 051805, 101655,   44.5,  8.088,
1690200512, 051805, 101327,   74.4,  8.088,
1690200510, 051805, 100938,  100.2,  8.081,
1690200507, 051805, 100406,  150.0,  8.063,
1690200504, 051805, 095843,  199.9,  7.994,
1700200819, 061505, 102452,    4.5,  8.085,
1700200816, 061505, 102051,   25.0,  8.085,
1700200814, 061505, 101732,   45.9,  8.077,
1700200812, 061505, 101305,   75.3,  8.067,
1700200810, 061505, 100923,   99.7,  8.051,
1700200807, 061505, 100314,  150.8,  7.956,
1710200921, 071705, 104350,    5.1,  8.089,
1710200918, 071705, 104100,   24.7,  8.090,
1710200913, 071705, 103505,   75.0,  8.082,
1710200911, 071705, 103205,   99.6,  8.071,
1710200908, 071705, 102715,  150.1,  8.020,
1720200819, 081405, 100313,    4.9,  8.097,
1720200816, 081405, 100032,   25.0,  8.091,
1720200814, 081405, 095808,   45.1,  8.098,
1720200812, 081405, 095538,   75.8,  8.090,
1720200810, 081405, 095314,  101.1,  8.072,
1720200807, 081405, 094852,  151.0,  8.019,
1730200823, 091005, 104239,    5.9,  8.105,
1730200820, 091005, 103950,   24.0,  8.104,
1730200818, 091005, 103714,   44.7,  8.100,
1730200816, 091005, 103436,   74.9,  8.083,
1730200814, 091005, 103218,   99.9,  8.066,
1730200811, 091005, 102741,  151.0,  8.042,
1740201822, 101005, 013345,    6.5,  8.095,
1740201819, 101005, 013008,   26.1,  8.103,
1740201817, 101005, 012734,   45.2,  8.101,
1740201815, 101005, 012458,   75.1,  8.090,
1740201812, 101005, 012058,   99.9,  8.061,
1750200923, 111205, 104510,    4.8,  8.092,
1750200919, 111205, 104054,   23.8,  8.092,
1750200917, 111205, 103821,   43.0,  8.092,
1750200915, 111205, 103540,   73.1,  8.091,
1750200912, 111205, 103215,   98.8,  8.058,
1750200907, 111205, 102615,  149.2,  8.015,
1750200904, 111205, 102215,  199.6,  7.986,
1760200822, 121305, 100522,    5.8,  8.092,
1760200819, 121305, 100232,   25.1,  8.092,
1760200815, 121305, 095631,   74.8,  8.085,
1760200812, 121305, 095210,   98.8,  8.089,
1760200804, 121305, 094110,  200.0,  7.934,
1770200722, 012606, 005924,    6.6,  8.078,
1770200719, 012606, 005623,   24.8,  8.070,
1770200717, 012606, 005414,   46.3,  8.079,
1770200715, 012606, 005134,   75.6,  8.078,
1770200712, 012606, 004813,   98.1,  8.078,
1770200707, 012606, 004214,  150.0,  8.047,
1770200704, 012606, 003753,  198.6,  7.971,
1770201118, 012606, 162249,  115.3,  8.070,
1780200822, 021506, 101857,    7.2,  8.070,
1780200819, 021506, 101241,   25.1,  8.070,
1780200817, 021506, 100942,   45.4,  8.071,
1780200815, 021506, 100612,   76.0,  8.071,
1780200812, 021506, 100200,   99.3,  8.047,
1780200807, 021506, 095503,  150.9,  7.926,
1780200804, 021506, 094900,  200.0,  7.837,
1790201122, 031006, 103004,    7.5,  8.075,
1790201119, 031006, 102631,   24.3,  8.075,
1790201117, 031006, 102401,   46.4,  8.073,
1790201115, 031006, 102045,   75.2,  8.075,
1790201112, 031006, 101608,  101.5,  8.075,
1790201107, 031006, 100834,  148.6,  8.055,
1790201104, 031006, 100326,  199.8,  7.968,
1800200822, 040206, 103604,    9.1,  8.089,
1800200819, 040206, 103129,   24.2,  8.085,
1800200817, 040206, 102753,   46.0,  8.076,
1800200815, 040206, 102449,   74.8,  8.072,
1800200812, 040206, 101851,   99.7,  8.058,
1800200807, 040206, 100950,  149.6,  8.049,
1800200804, 040206, 100502,  198.7,  7.968,
1810200922, 052706, 101749,    9.3,  8.066,
1810200919, 052706, 101354,   25.2,  8.062,
1810200917, 052706, 101055,   44.9,  8.048,
1810200915, 052706, 100811,   75.0,  8.010,
1810200912, 052706, 100435,  101.2,  8.021,
1810200907, 052706, 095835,  150.4,  7.980,
1810200904, 052706, 095416,  199.9,  7.903,
1820200807, 061406, 152205,  124.9,  7.966,
1820201022, 061406, 220850,    7.8,  8.086,
1820201019, 061406, 220455,   25.5,  8.091,
1820201017, 061406, 220245,   45.3,  8.077,
1820201015, 061406, 220030,   75.5,  8.074,
1820201012, 061406, 215715,  100.2,  8.057,
1830200922, 071306, 103555,    9.1,  8.084,
1830200919, 071306, 103029,   26.0,  8.077,
1830200917, 071306, 102639,   45.9,  8.086,
1830200915, 071306, 102157,   76.3,  8.073,
1830200912, 071306, 101556,  100.6,  8.053,
1830200907, 071306, 100531,  151.2,  8.023,
1840200919, 080906, 103026,   25.8,  8.099,
1840200917, 080906, 102715,   44.8,  8.084,
1840200915, 080906, 102414,   74.6,  8.067,
1840200912, 080906, 102020,  100.9,  8.046,
1840200907, 080906, 101245,  150.5,  7.981,
1850200822, 091606, 100801,    5.6,  8.096,
1850200819, 091606, 100514,   25.6,  8.085,
1850200815, 091606, 095857,   76.2,  8.077,
1850200812, 091606, 095438,  100.6,  8.065,
1850200807, 091606, 094717,  151.0,  8.009,
1860201722, 102106, 101931,    8.1,  8.083,
1860201719, 102106, 101611,   25.3,  8.094,
1860201715, 102106, 100947,   74.7,  8.083,
1860201712, 102106, 100556,   97.3,  8.067,
1860201707, 102106, 095731,  151.8,  8.030,
1870200822, 110906, 102550,    8.8,  8.091,
1870200819, 110906, 102135,   25.8,  8.078,
1870200817, 110906, 101800,   45.0,  8.083,
1870200815, 110906, 101341,   75.2,  8.079,
1870200807, 110906, 095846,  151.5,  8.009,
1880200822, 121006, 101358,    7.7,  8.088,
1880200819, 121006, 100942,   24.7,  8.088,
1880200817, 121006, 100741,   46.7,  8.072,
1880200815, 121006, 100536,   75.7,  8.087,
1880200807, 121006, 095700,  152.0,  7.980,
1890200922, 020707, 102251,    4.7,  8.081,
1890200919, 020707, 101946,   24.9,  8.083,
1890200917, 020707, 101628,   44.7,  8.085,
1890200915, 020707, 101309,   75.2,  8.082,
1890200907, 020707, 100046,  150.1,  7.998,
1900200922, 032107, 102150,    4.4,  8.075,
1900200919, 032107, 101812,   25.1,  8.075,
1900200917, 032107, 101457,   45.1,  8.075,
1900200915, 032107, 101134,   74.6,  8.069,
1900200912, 032107, 100520,  100.3,  8.052,
1900200907, 032107, 095451,  149.0,  7.981,
1910200501, 050407, 212654,    7.5,  8.075,
1910200922, 050507, 101408,    7.3,  8.077,
1910200919, 050507, 100951,   24.5,  8.081,
1910200917, 050507, 100715,   44.9,  8.081,
1910200915, 050507, 100301,   74.5,  8.086,
1910200907, 050507, 095134,  149.9,  7.999,
1930200623, 070807, 102342,    6.3,  8.091,
1930200619, 070807, 101749,   24.9,  8.083,
1930200617, 070807, 101419,   45.0,  8.081,
1930200615, 070807, 101119,   74.8,  8.086,
1930200604, 070807, 095204,  199.7,  7.984,
1930200924, 070807, 185808,    6.9,  8.085,
1940200822, 080407, 102315,    6.7,  8.092,
1940200819, 080407, 101645,   24.8,  8.091,
1940200817, 080407, 101350,   45.2,  8.088,
1940200815, 080407, 101045,   75.4,  8.082,
1940200807, 080407, 095920,  150.0,  7.958,
1940200804, 080407, 095411,  199.8,  7.843,
1950200822, 090307, 102202,    6.9,  8.090,
1950200819, 090307, 101714,   25.8,  8.075,
1950200817, 090307, 101449,   45.7,  8.093,
1950200815, 090307, 101139,   75.8,  8.072,
1950200812, 090307, 100719,  100.4,  8.042,
1950200807, 090307, 095859,  150.6,  7.985,
1960200822, 100307, 101222,    5.0,  8.086,
1960200819, 100307, 100929,   23.7,  8.079,
1960200817, 100307, 100651,   44.9,  8.082,
1960200815, 100307, 100342,   76.6,  8.084,
1960200812, 100307, 100007,   99.5,  8.066,
1960200807, 100307, 095357,  149.8,  8.027,
1960200804, 100307, 094927,  197.5,  7.970,
1970200822, 120207, 112805,    5.8,  8.090,
1970200819, 120207, 112415,   24.8,  8.084,
1970200817, 120207, 112131,   44.5,  8.084,
1970200815, 120207, 111850,   74.7,  8.081,
1970200812, 120207, 111505,  100.2,  8.050,
1970200807, 120207, 110844,  150.9,  7.966,
1980200922, 122107, 102625,    7.5,  8.076,
1980200919, 122107, 102300,   25.4,  8.071,
1980200917, 122107, 102034,   46.5,  8.073,
1980200912, 122107, 101502,   98.9,  8.074,
1980200907, 122107, 100937,  149.4,  8.019,
1990200822, 013008, 103450,    6.9,  8.068,
1990200819, 013008, 103020,   25.8,  8.069,
1990200817, 013008, 102735,   44.8,  8.069,
1990200815, 013008, 102416,   75.8,  8.068,
1990200812, 013008, 101940,  100.2,  8.066,
1990200807, 013008, 101321,  148.6,  7.992,
1990200804, 013008, 100831,  199.9,  7.945,
2000200722, 022408, 072123,    7.7,  8.065,
2000200719, 022408, 071646,   26.5,  8.056,
2000200717, 022408, 071400,   44.4,  8.062,
2000200715, 022408, 071110,   74.9,  8.057,
2000200712, 022408, 070700,  100.1,  8.063,
2000200707, 022408, 065751,  150.3,  7.973,
2010200722, 052808, 071044,    8.1,  8.072,
2010200719, 052808, 070644,   25.9,  8.076,
2010200717, 052808, 070409,   45.6,  8.049,
2010200715, 052808, 070114,   75.9,  8.054,
2010200712, 052808, 065624,  100.3,  8.071,
2010200707, 052808, 064853,  150.4,  8.052,
2020200722, 062608, 071610,    7.8,  8.084,
2020200719, 062608, 071206,   25.1,  8.082,
2020200717, 062608, 070940,   45.3,  8.084,
2020200715, 062608, 070710,   73.6,  8.081,
2020200712, 062608, 070316,   99.5,  8.061,
2020200707, 062608, 065612,  150.6,  7.987,
2030200519, 072608, 230717,  198.3,  7.972,
2030200823, 072708, 071939,    6.1,  8.077,
2030200819, 072708, 071434,   24.4,  8.076,
2030200817, 072708, 071039,   45.0,  8.079,
2030200815, 072708, 070654,   74.4,  8.075,
2030200812, 072708, 070219,   99.7,  8.068,
2030200807, 072708, 065429,  149.6,  8.035,
2040200722, 081708, 070712,    7.7,  8.084,
2040200719, 081708, 070326,   24.6,  8.086,
2040200717, 081708, 070051,   45.9,  8.084,
2040200715, 081708, 065812,   76.2,  8.072,
2040200712, 081708, 065453,  100.8,  8.057,
2040200707, 081708, 064853,  149.7,  8.028,
2050200722, 101108, 071646,    6.0,  8.103,
2050200719, 101108, 071151,   25.1,  8.099,
2050200717, 101108, 070921,   45.8,  8.098,
2050200715, 101108, 070621,   75.4,  8.074,
2050200707, 101108, 065531,  149.5,  8.007,
2060200722, 120108, 104106,    7.1,  8.083,
2060200719, 120108, 103527,   23.3,  8.085,
2060200717, 120108, 103152,   43.7,  8.086,
2060200715, 120108, 102742,   74.5,  8.063,
2060200712, 120108, 102318,   98.8,  8.027,
2060200707, 120108, 101343,  150.6,  7.987,
2060200704, 120108, 100848,  200.0,  7.915,
2080200722, 012109, 105811,    7.4,  8.075,
2080200719, 012109, 105342,   24.1,  8.073,
2080200717, 012109, 105001,   44.8,  8.075,
2080200715, 012109, 104641,   74.0,  8.074,
2080200712, 012109, 104211,  100.4,  8.061,
2080200707, 012109, 103422,  149.6,  8.036,
2090200722, 021809, 073952,    8.9,  8.070,
2090200719, 021809, 073522,   24.4,  8.069,
2090200717, 021809, 073222,   44.4,  8.065,
2090200715, 021809, 072917,   75.6,  8.062,
2090200712, 021809, 072422,   98.9,  8.064,
2090200707, 021809, 071617,  149.3,  7.962,
2090200704, 021809, 071122,  199.5,  7.918,
2100200722, 042909, 073807,    5.3,  8.058,
2110200722, 052809, 072631,    4.7,  8.065,
2110200719, 052809, 072317,   25.2,  8.059,
2110200717, 052809, 072005,   45.5,  8.051,
2110200715, 052809, 071716,   75.7,  8.057,
2110200712, 052809, 071315,  100.3,  8.050,
2110200707, 052809, 070451,  149.8,  8.018,
2120200722, 070409, 071834,    5.4,  8.067,
2120200719, 070409, 071344,   24.3,  8.068,
2120200717, 070409, 071038,   44.3,  8.064,
2120200715, 070409, 070715,   74.5,  8.058,
2120200712, 070409, 070150,  100.3,  8.042,
2130201222, 072609, 102400,    5.7,  8.068,
2130201217, 072609, 101405,   45.2,  8.073,
2130201215, 072609, 101035,   74.8,  8.050,
2130201212, 072609, 100540,  100.2,  8.049,
2130201207, 072609, 095755,  149.6,  8.025,
2140200722, 081909, 074618,    6.0,  8.069,
2140200719, 081909, 074027,   24.3,  8.079,
2140200717, 081909, 073737,   45.6,  8.084,
2140200715, 081909, 073405,   73.7,  8.075,
2140200712, 081909, 072937,   98.9,  8.068,
2140200707, 081909, 072101,  153.1,  8.024,
2150200822, 092509, 071802,    5.3,  8.081,
2150200819, 092509, 071442,   24.9,  8.077,
2150200817, 092509, 071142,   44.5,  8.071,
2150200815, 092509, 070659,   69.1,  8.057,
2150200812, 092509, 070203,   99.7,  8.045,
2150200807, 092509, 065402,  149.4,  7.972,
2160200722, 110409, 072049,    4.8,  8.078,
2160200719, 110409, 071738,   23.5,  8.077,
2160200717, 110409, 071423,   45.4,  8.075,
2160200715, 110409, 071108,   75.3,  8.064,
2160200712, 110409, 070654,  100.0,  8.026,
2160200707, 110409, 065854,  150.1,  7.989,
2170200822, 121009, 071556,    4.8,  8.066,
2170200819, 121009, 071304,   24.7,  8.066,
2170200817, 121009, 071034,   44.4,  8.063,
2170200815, 121009, 070724,   75.0,  8.040,
2170200812, 121009, 070310,  100.5,  8.018,
2170200807, 121009, 065554,  149.9,  7.993,
2190200522, 031010, 183350,    4.7,  8.069,
2190200519, 031010, 183121,   25.5,  8.068,
2190200517, 031010, 182852,   45.6,  8.064,
2190200515, 031010, 182621,   75.3,  8.060,
2190200512, 031010, 182306,  101.3,  8.037,
2190200507, 031010, 181706,  150.8,  7.978,
2200200722, 040710, 070439,    4.8,  8.062,
2200200719, 040710, 070126,   25.6,  8.066,
2200200717, 040710, 070027,   45.4,  8.056,
2200200715, 040710, 065754,   76.6,  8.062,
2200200712, 040710, 065459,   99.8,  8.045,
2200200707, 040710, 064950,  151.1,  7.984,
2210200822, 051910, 070624,    4.2,  8.065,
2210200819, 051910, 070204,   24.7,  8.065,
2210200817, 051910, 065955,   45.4,  8.063,
2210200815, 051910, 065735,   74.5,  8.059,
2210200812, 051910, 065419,  100.0,  8.019,
2210200807, 051910, 064855,  150.4,  8.020,
2220200822, 060910, 070850,    5.6,  8.060,
2220200819, 060910, 070619,   25.0,  8.056,
2220200817, 060910, 070404,   45.7,  8.051,
2220200815, 060910, 070134,   74.1,  8.032,
2220200812, 060910, 065805,   98.2,  8.013,
2220200807, 060910, 065150,  146.6,  7.984,
2230200822, 070910, 090108,    5.7,  8.083,
2230200819, 070910, 085554,   25.0,  8.068,
2230200817, 070910, 085208,   44.3,  8.060,
2230200815, 070910, 084749,   74.4,  8.047,
2230200812, 070910, 084244,   99.3,  8.017,
2230200807, 070910, 083344,  149.1,  7.981,
2240200822, 080810, 072006,    5.7,  8.072,
2240200819, 080810, 071448,   25.3,  8.075,
2240200817, 080810, 071241,   45.2,  8.074,
2240200815, 080810, 070934,   75.5,  8.065,
2240200812, 080810, 070533,  100.2,  8.050,
2240200807, 080810, 065858,  150.3,  8.022,
2250200822, 090410, 103953,    5.4,  8.077,
2250200819, 090410, 103418,   25.6,  8.075,
2250200817, 090410, 103034,   45.5,  8.075,
2250200815, 090410, 102658,   76.0,  8.072,
2250200812, 090410, 102148,  100.5,  8.051,
2250200807, 090410, 101333,  150.2,  8.005,
2260200823, 100410, 071552,    7.5,  8.081,
2260200819, 100410, 071201,   26.0,  8.082,
2260200817, 100410, 070911,   45.9,  8.082,
2260200815, 100410, 070552,   75.3,  8.067,
2260200812, 100410, 070147,  100.6,  8.040,
2260200807, 100410, 065407,  150.4,  8.003,
2260200804, 100410, 064906,  199.8,  7.982,
2270200122, 112110, 063606,    5.2,  8.078,
2270200119, 112110, 063357,   24.8,  8.075,
2270200117, 112110, 063159,   44.9,  8.077,
2270200115, 112110, 062950,   74.8,  8.072,
2270200112, 112110, 062657,  100.4,  8.037,
