botid, date, time, press, pe5, 
1230200514, 021501, 081329,   58.4,   0.15,
1230200512, 021501, 081224,   73.4,   0.00,
1230200506, 021501, 080824,  101.2,   0.10,
1230200504, 021501, 080604,  149.0,   0.00,
1230200503, 021501, 080439,  177.5,   0.00,
1240201023, 032201, 070007,    4.8,   0.07,
1240201021, 032201, 065850,   14.4,   0.00,
1240201020, 032201, 065749,   24.8,   0.98,
1240201018, 032201, 065553,   34.1,   0.00,
1240201017, 032201, 065539,   34.2,   0.00,
1240201015, 032201, 065419,   43.2,   0.33,
1240201013, 032201, 065256,   58.8,   0.00,
1240201010, 032201, 065120,   73.7,   0.13,
1240201007, 032201, 064802,   98.9,   0.01,
1240201006, 032201, 064637,  122.9,   0.00,
1240201005, 032201, 064527,  149.1,   0.00,
1240201003, 032201, 064358,  174.6,   0.00,
1250201014, 041801, 184944,    3.5,   0.00,
1250201013, 041801, 184843,   13.5,   0.31,
1250201012, 041801, 184742,   24.0,   0.37,
1250201011, 041801, 184646,   34.0,   0.29,
1250201010, 041801, 184633,   34.0,   0.10,
1250201009, 041801, 184532,   44.9,   0.89,
1250201008, 041801, 184430,   59.4,   0.00,
1250201007, 041801, 184328,   73.7,   0.00,
1250201006, 041801, 184214,   99.8,   0.01,
1250201005, 041801, 184103,  124.0,   0.00,
1250201004, 041801, 183949,  149.0,   0.00,
1250201003, 041801, 183826,  174.5,   0.00,
1260201114, 051701, 185435,    4.7,   0.40,
1260201113, 051701, 185335,   14.4,   0.07,
1260201112, 051701, 185235,   24.5,   0.18,
1260201111, 051701, 185135,   34.4,   0.00,
1260201110, 051701, 185120,   34.4,   0.00,
1260201109, 051701, 185015,   44.3,   1.38,
1260201108, 051701, 184915,   59.0,   0.00,
1260201107, 051701, 184815,   74.2,   0.42,
1260201106, 051701, 184705,   99.6,   0.00,
1260201105, 051701, 184554,  124.4,   0.00,
1260201104, 051701, 184440,  149.7,   0.00,
1260201103, 051701, 184310,  175.2,   0.00,
1270201023, 061401, 185236,    4.4,   0.00,
1270201022, 061401, 185141,   13.8,   0.14,
1270201021, 061401, 185056,   23.6,   0.04,
1270201020, 061401, 185006,   33.4,   0.00,
1270201019, 061401, 184957,   33.6,   0.00,
1270201018, 061401, 184906,   43.8,   0.00,
1270201017, 061401, 184816,   58.6,   0.00,
1270201016, 061401, 184721,   73.8,   0.03,
1270201013, 061401, 184516,   98.8,   0.16,
1270201008, 061401, 184211,  123.5,   0.20,
1270201004, 061401, 183848,  149.1,   0.12,
1270201003, 061401, 183717,  173.5,   0.02,
1280200914, 071101, 215243,    3.9,   0.41,
1280200913, 071101, 215145,   13.5,   0.54,
1280200912, 071101, 215038,   23.0,   0.43,
1280200910, 071101, 214827,   43.0,   0.71,
1280200909, 071101, 214720,   58.2,   0.25,
1280200908, 071101, 214613,   74.1,   0.16,
1280200907, 071101, 214451,   97.6,   0.20,
1280200906, 071101, 214334,  123.8,   0.00,
1280200905, 071101, 214224,  148.3,   0.19,
1280200904, 071101, 214102,  175.0,   0.15,
1290200313, 080701, 195419,    4.7,   0.40,
1290200312, 080701, 195305,   14.3,   0.55,
1290200311, 080701, 195138,   24.8,   0.41,
1290200310, 080701, 195036,   34.3,   0.67,
1290200309, 080701, 194930,   44.6,   0.52,
1290200308, 080701, 194818,   58.9,   0.48,
1290200307, 080701, 194657,   74.6,   0.11,
1290200306, 080701, 194536,  100.3,   0.18,
1290200305, 080701, 194419,  123.9,   0.13,
1290200304, 080701, 194255,  150.1,   0.05,
1290200303, 080701, 194135,  175.8,   0.06,
1300201014, 100201, 185500,    4.5,   0.60,
1300201013, 100201, 185410,   14.9,   0.60,
1300201012, 100201, 185315,   24.8,   0.51,
1300201011, 100201, 185225,   34.4,   0.49,
1300201010, 100201, 185215,   34.7,   0.36,
1300201009, 100201, 185125,   44.8,   0.38,
1300201008, 100201, 185025,   60.2,   2.32,
1300201007, 100201, 184930,   74.7,   0.00,
1300201006, 100201, 184815,   98.0,   0.00,
1300201005, 100201, 184700,  125.3,   0.00,
1300201004, 100201, 184526,  151.3,   0.00,
1300201003, 100201, 184415,  170.2,   0.00,
1310201021, 102301, 185657,    4.9,   1.85,
1310201020, 102301, 185557,   14.8,   0.89,
1310201019, 102301, 185457,   24.7,   0.66,
1310201017, 102301, 185308,   34.6,   0.35,
1310201016, 102301, 185257,   34.7,   1.69,
1310201015, 102301, 185157,   45.2,   0.22,
1310201013, 102301, 185037,   60.5,   0.31,
1310201012, 102301, 184932,   74.9,   0.00,
1310201009, 102301, 184727,   99.2,   0.00,
1310201007, 102301, 184507,  124.4,   0.00,
1310201005, 102301, 184247,  150.5,   0.00,
1310201003, 102301, 184037,  174.3,   0.00,
1320201014, 111701, 184912,    4.2,   0.42,
1320201013, 111701, 184811,   14.0,   0.57,
1320201012, 111701, 184711,   24.4,   0.00,
1320201011, 111701, 184603,   33.8,   0.11,
1320201010, 111701, 184553,   33.8,   0.10,
1320201009, 111701, 184449,   44.4,   0.04,
1320201008, 111701, 184346,   59.9,   0.10,
1320201007, 111701, 184246,   74.2,   0.27,
1320201006, 111701, 184126,   99.4,   0.00,
1320201005, 111701, 184018,  124.3,   0.14,
1320201004, 111701, 183906,  150.0,   0.73,
1320201003, 111701, 183751,  175.1,   0.00,
1330200721, 121601, 012444,    3.4,   0.00,
1330200720, 121601, 012344,   13.8,   0.02,
1330200718, 121601, 012214,   24.1,   0.00,
1330200717, 121601, 012114,   33.6,   0.00,
1330200716, 121601, 012059,   33.7,   0.02,
1330200714, 121601, 011944,   43.4,   0.00,
1330200713, 121601, 011829,   59.8,   0.20,
1330200711, 121601, 011709,   73.8,   0.00,
1330200709, 121601, 011529,   99.1,   0.00,
1330200708, 121601, 011414,  124.0,   0.00,
1330200706, 121601, 011244,  149.5,   0.05,
1330200704, 121601, 011109,  174.3,   0.09,
1340201014, 011602, 184723,    4.5,   0.02,
1340201013, 011602, 184622,   14.0,   0.06,
1340201012, 011602, 184537,   24.5,   0.00,
1340201011, 011602, 184448,   34.1,   0.00,
1340201010, 011602, 184438,   34.5,   0.11,
1340201009, 011602, 184342,   44.4,   0.00,
1340201008, 011602, 184253,   59.6,   0.00,
1340201007, 011602, 184158,   74.0,   0.01,
1340201006, 011602, 184052,   99.7,   0.00,
1340201005, 011602, 183937,  125.8,   0.16,
1340201004, 011602, 183824,  148.8,   0.08,
1340201003, 011602, 183714,  174.5,   0.00,
1350201014, 022102, 185203,    4.0,   0.00,
1350201013, 022102, 185058,   14.1,   0.17,
1350201012, 022102, 184948,   25.2,   0.27,
1350201011, 022102, 184833,   35.1,   0.18,
1350201010, 022102, 184818,   35.3,   0.40,
1350201009, 022102, 184717,   44.3,   0.46,
1350201008, 022102, 184558,   60.0,   0.32,
1350201007, 022102, 184432,   74.6,   0.30,
1350201006, 022102, 184308,  100.1,   0.20,
1350201005, 022102, 184143,  124.8,   0.00,
1350201004, 022102, 184023,  149.5,   0.19,
1350201003, 022102, 183853,  174.8,   0.02,
1360201115, 031302, 184809,    4.7,   0.84,
1360201114, 031302, 184714,   13.8,   0.15,
1360201113, 031302, 184619,   24.4,   0.00,
1360201112, 031302, 184524,   34.1,   0.11,
1360201111, 031302, 184515,   34.1,   0.00,
1360201110, 031302, 184419,   44.7,   0.21,
1360201109, 031302, 184310,   59.1,   0.52,
1360201108, 031302, 184209,   74.2,   0.11,
1360201106, 031302, 184039,  100.1,   0.00,
1360201105, 031302, 183934,  123.6,   0.00,
1360201104, 031302, 183819,  149.3,   0.23,
1360201103, 031302, 183704,  175.5,   0.00,
1370201014, 052102, 185027,    4.8,   0.80,
1370201013, 052102, 184913,   15.0,   0.70,
1370201012, 052102, 184808,   24.9,   0.05,
1370201011, 052102, 184657,   34.1,   0.13,
1370201010, 052102, 184643,   34.0,   0.29,
1370201009, 052102, 184537,   44.4,   0.81,
1370201008, 052102, 184427,   59.5,   1.51,
1370201007, 052102, 184313,   74.9,   0.75,
1370201006, 052102, 184153,   99.8,   0.64,
1370201005, 052102, 184027,  124.7,   0.62,
1370201004, 052102, 183858,  149.6,   1.06,
1370201003, 052102, 183728,  174.1,   0.37,
1380200914, 063002, 094745,    3.9,   0.19,
1380200913, 063002, 094649,   13.9,   0.00,
1380200912, 063002, 094555,   23.1,   0.00,
1380200911, 063002, 094500,   33.7,   0.00,
1380200910, 063002, 094449,   33.7,   0.00,
1380200909, 063002, 094354,   43.8,   0.00,
1380200908, 063002, 094255,   59.5,   0.00,
1380200907, 063002, 094144,   75.5,   0.01,
1380200906, 063002, 094029,  100.4,   0.00,
1380200905, 063002, 093905,  127.7,   0.34,
1380200904, 063002, 093734,  152.2,   0.00,
1380200903, 063002, 093619,  173.6,   0.00,
1390201014, 082802, 192642,    5.0,   1.09,
1390201012, 082802, 192417,   25.8,   0.00,
1390201011, 082802, 192308,   35.4,   0.00,
1390201010, 082802, 192257,   35.4,   0.00,
1390201009, 082802, 192157,   45.0,   0.00,
1390201008, 082802, 192037,   59.2,   0.00,
1390201007, 082802, 191912,   74.0,   0.00,
1390201006, 082802, 191727,  100.6,   0.00,
1390201005, 082802, 191552,  124.0,   0.00,
1390201004, 082802, 191412,  150.3,   0.00,
1390201003, 082802, 191217,  175.1,   0.00,
1400201017, 100702, 184846,    4.8,   1.78,
1400201016, 100702, 184801,   14.5,   0.13,
1400201015, 100702, 184715,   24.6,   0.08,
1400201014, 100702, 184626,   34.9,   0.29,
1400201013, 100702, 184616,   34.9,   0.13,
1400201011, 100702, 184456,   45.7,   0.28,
1400201009, 100702, 184356,   59.3,   0.49,
1400201008, 100702, 184301,   74.5,   0.24,
1400201006, 100702, 184116,  102.0,   0.09,
1400201005, 100702, 184011,  123.4,   0.16,
1400201004, 100702, 183856,  149.4,   0.54,
1400201003, 100702, 183717,  175.0,   0.20,
1410200623, 110402, 070229,    4.7,   0.20,
1410200621, 110402, 070054,   14.7,   0.14,
1410200620, 110402, 065934,   24.8,   0.34,
1410200618, 110402, 065758,   34.5,   0.33,
1410200617, 110402, 065748,   34.5,   0.64,
1410200615, 110402, 065608,   45.0,   0.60,
1410200612, 110402, 065419,   60.1,   1.48,
1410200611, 110402, 065258,   74.9,   0.00,
1410200609, 110402, 065109,  100.2,   0.12,
1410200607, 110402, 064909,  125.0,   0.04,
1410200606, 110402, 064719,  150.8,   0.00,
1410200604, 110402, 064539,  175.1,   0.00,
1420200618, 112502, 065921,    5.0,   0.66,
1420200617, 112502, 065746,   13.2,   0.82,
1420200614, 112502, 065606,   26.0,   0.31,
1420200613, 112502, 065451,   34.1,   0.14,
1420200612, 112502, 065441,   34.2,   0.17,
1420200611, 112502, 065321,   45.2,   0.28,
1420200610, 112502, 065151,   59.8,   0.62,
1420200609, 112502, 065026,   74.9,   0.28,
1420200606, 112502, 064812,  100.6,   0.00,
1420200605, 112502, 064647,  123.0,   0.13,
1420200604, 112502, 064511,  151.5,   0.15,
1420200603, 112502, 064256,  178.1,   0.00,
1430200614, 121902, 065325,    4.5,   0.60,
1430200613, 121902, 065215,   15.9,   0.41,
1430200612, 121902, 065121,   25.5,   0.33,
1430200611, 121902, 065000,   33.7,   0.00,
1430200610, 121902, 064950,   33.7,   0.11,
1430200609, 121902, 064859,   44.6,   0.18,
1430200608, 121902, 064749,   59.7,   0.11,
1430200607, 121902, 064619,   74.8,   0.38,
1430200606, 121902, 064459,  101.2,   0.30,
1430200605, 121902, 064339,  124.8,   0.00,
1430200604, 121902, 064214,  150.8,   0.11,
1430200603, 121902, 064049,  174.1,   0.08,
1440200514, 011703, 070048,    4.2,   0.00,
1440200513, 011703, 065943,   13.6,   0.00,
1440200512, 011703, 065828,   23.7,   0.30,
1440200511, 011703, 065708,   36.0,   0.00,
1440200509, 011703, 065558,   45.9,   0.14,
1440200508, 011703, 065448,   59.7,   0.33,
1440200507, 011703, 065329,   72.9,   0.42,
1440200506, 011703, 065148,  101.1,   0.01,
1440200505, 011703, 065028,  123.7,   0.01,
1440200504, 011703, 064913,  150.0,   0.26,
1440200503, 011703, 064733,  176.5,   0.29,
1450200616, 022603, 065644,    3.8,   0.24,
1450200615, 022603, 065539,   14.2,   0.63,
1450200612, 022603, 065259,   34.8,   0.41,
1450200611, 022603, 065249,   34.8,   0.26,
1450200610, 022603, 065159,   45.2,   0.09,
1450200609, 022603, 065059,   59.1,   0.18,
1450200608, 022603, 064959,   74.8,   0.26,
1450200606, 022603, 064829,   99.5,   0.19,
1450200605, 022603, 064709,  127.4,   0.06,
1450200604, 022603, 064544,  153.7,   0.34,
1450200603, 022603, 064419,  176.1,   0.06,
1460200614, 032903, 070715,    8.6,   0.26,
1460200613, 032903, 070455,   15.3,   0.15,
1460200612, 032903, 070256,   24.1,   0.28,
1460200611, 032903, 070125,   33.7,   0.06,
1460200610, 032903, 070115,   33.5,   1.48,
1460200609, 032903, 065956,   46.2,   0.31,
1460200608, 032903, 065825,   59.6,   0.30,
1460200607, 032903, 065650,   73.6,   0.49,
1460200606, 032903, 065456,  101.2,   0.25,
1460200605, 032903, 065255,  123.6,   0.65,
1460200604, 032903, 065055,  148.1,   0.39,
1460200603, 032903, 064840,  175.5,   0.58,
1470200614, 042403, 065620,    5.0,   0.39,
1470200613, 042403, 065515,   14.0,   0.29,
1470200612, 042403, 065400,   24.2,   0.32,
1470200611, 042403, 065300,   34.0,   2.27,
1470200610, 042403, 065250,   33.9,   0.51,
1470200609, 042403, 065140,   44.6,   0.70,
1470200608, 042403, 065030,   59.0,   0.60,
1470200607, 042403, 064920,   73.5,   0.78,
1470200606, 042403, 064800,   99.8,   0.35,
1470200605, 042403, 064640,  124.8,   0.44,
1470200604, 042403, 064520,  149.0,   0.61,
1470200603, 042403, 064400,  173.0,   0.66,
1480200614, 052103, 065230,    4.4,   0.00,
1480200613, 052103, 065130,   14.4,   0.11,
1480200612, 052103, 065030,   24.7,   0.00,
1480200611, 052103, 064909,   34.2,   0.00,
1480200610, 052103, 064900,   34.2,   0.00,
1480200609, 052103, 064747,   44.3,   0.00,
1480200608, 052103, 064631,   59.4,   0.00,
1480200607, 052103, 064530,   74.0,   0.00,
1480200606, 052103, 064414,   99.1,   0.00,
1480200605, 052103, 064300,  124.0,   0.00,
1480200604, 052103, 064146,  149.3,   0.00,
1480200603, 052103, 064034,  175.8,   0.00,
1490200614, 062003, 065707,    4.4,   0.00,
1490200613, 062003, 065607,   14.3,   0.00,
1490200612, 062003, 065502,   24.0,   0.00,
1490200611, 062003, 065406,   34.1,   0.00,
1490200610, 062003, 065338,   34.1,   0.00,
1490200609, 062003, 065238,   43.7,   0.00,
1490200608, 062003, 065132,   58.6,   0.00,
1490200607, 062003, 064952,   73.3,   0.00,
1490200606, 062003, 064838,   98.2,   0.00,
1490200605, 062003, 064714,  122.8,   0.00,
1490200604, 062003, 064551,  149.6,   0.00,
1490200603, 062003, 064422,  173.9,   0.00,
1500200614, 072003, 065006,    5.3,   0.67,
1500200613, 072003, 064906,   14.3,   0.80,
1500200612, 072003, 064821,   25.0,   1.49,
1500200611, 072003, 064732,   35.3,   7.14,
1500200610, 072003, 064722,   35.3,   0.50,
1500200609, 072003, 064623,   45.2,   1.15,
1500200608, 072003, 064533,   59.6,   0.91,
1500200607, 072003, 064421,   73.8,   1.01,
1500200606, 072003, 064322,   98.7,   0.91,
1500200605, 072003, 064221,  124.7,   0.37,
1500200604, 072003, 064121,  149.3,   0.53,
1500200603, 072003, 064006,  176.1,   2.77,
1510200617, 082103, 065830,    4.5,   1.35,
1510200616, 082103, 065730,   14.4,   0.27,
1510200615, 082103, 065635,   25.0,   0.00,
1510200614, 082103, 065540,   34.7,   0.00,
1510200613, 082103, 065530,   34.8,   0.32,
1510200612, 082103, 065435,   44.7,   5.53,
1510200611, 082103, 065335,   59.0,   3.49,
1510200610, 082103, 065234,   74.6,   0.00,
1510200609, 082103, 065125,   99.3,   1.24,
1510200607, 082103, 064920,  124.3,   2.59,
1510200605, 082103, 064705,  148.4,   1.69,
1510200604, 082103, 064535,  175.4,   0.00,
1520200614, 101503, 065834,    8.3,   6.65,
1520200613, 101503, 065710,   15.3,   3.27,
1520200612, 101503, 065554,   24.1,   5.14,
1520200611, 101503, 065454,   34.4,   8.89,
1520200610, 101503, 065445,   34.4,   4.00,
1520200609, 101503, 065340,   44.3,   3.79,
1520200608, 101503, 065224,   60.2,  13.04,
1520200607, 101503, 065059,   75.6,   1.40,
1520200606, 101503, 064926,  101.7,   0.00,
1520200605, 101503, 064730,  127.8,   3.22,
1520200604, 101503, 064545,  151.5,   0.17,
1520200603, 101503, 064400,  177.1,   2.08,
1530200614, 111003, 072517,    7.9,   0.11,
1530200613, 111003, 072308,   12.3,   0.75,
1530200612, 111003, 072118,   25.0,   0.57,
1530200611, 111003, 071955,   32.2,   0.34,
1530200610, 111003, 071938,   33.2,   0.47,
1530200609, 111003, 071837,   43.8,   1.04,
1530200608, 111003, 071641,   57.7,   0.34,
1530200607, 111003, 071516,   73.2,   0.39,
1530200605, 111003, 071232,  105.9,   0.28,
1530200604, 111003, 070933,  148.4,   0.09,
1530200603, 111003, 070737,  172.4,   0.05,
1540200516, 122003, 070923,    4.5,   0.00,
1540200515, 122003, 070709,   14.4,   0.34,
1540200514, 122003, 070619,   24.7,   0.59,
1540200513, 122003, 070508,   35.5,   0.00,
1540200512, 122003, 070453,   35.6,   0.00,
1540200511, 122003, 070338,   45.5,   0.00,
1540200510, 122003, 070225,   60.3,   0.12,
1540200509, 122003, 070114,   77.7,   0.05,
1540200508, 122003, 065934,   99.1,   0.08,
1540200507, 122003, 065753,  124.8,   0.00,
1540200506, 122003, 065631,  150.3,   0.04,
1540200505, 122003, 065419,  173.8,   0.00,
1550200614, 012204, 065057,    3.7,   0.13,
1550200613, 012204, 064931,   14.2,   0.28,
1550200612, 012204, 064835,   22.8,   0.00,
1550200611, 012204, 064733,   33.4,   0.05,
1550200610, 012204, 064723,   33.5,   0.02,
1550200609, 012204, 064553,   43.6,   0.06,
1550200608, 012204, 064452,   58.7,   0.27,
1550200607, 012204, 064339,   73.9,   0.44,
1550200606, 012204, 064222,   99.0,   0.06,
1550200605, 012204, 064057,  123.6,   0.00,
1550200604, 012204, 063925,  149.5,   0.01,
1550200603, 012204, 063805,  175.7,   0.14,
1560200614, 022504, 064721,    4.6,   0.25,
1560200613, 022504, 064630,   14.2,   0.20,
1560200612, 022504, 064545,   23.9,   0.06,
1560200611, 022504, 064446,   33.8,   0.00,
1560200610, 022504, 064431,   33.7,   0.06,
1560200609, 022504, 064335,   44.0,   0.20,
1560200608, 022504, 064201,   59.8,   0.09,
1560200607, 022504, 064106,   73.6,   0.01,
1560200606, 022504, 063941,  100.0,   0.48,
1560200605, 022504, 063811,  124.2,   0.00,
1560200604, 022504, 063656,  149.0,   0.02,
1560200603, 022504, 063536,  173.8,   0.24,
1570200614, 032004, 070410,    4.6,   0.22,
1570200613, 032004, 070241,   15.6,   0.00,
1570200612, 032004, 070125,   24.6,   0.00,
1570200611, 032004, 070000,   36.8,   0.00,
1570200610, 032004, 065951,   36.9,   0.06,
1570200609, 032004, 065831,   44.4,   0.00,
1570200608, 032004, 065716,   56.8,   0.29,
1570200607, 032004, 065546,   74.9,   0.00,
1570200606, 032004, 065410,   96.7,   0.10,
1570200605, 032004, 065221,  125.3,   0.00,
1570200604, 032004, 065023,  151.6,   0.09,
1570200603, 032004, 064831,  172.4,   0.01,
1580200614, 042104, 065935,    4.6,   0.00,
1580200613, 042104, 065751,   14.3,   0.21,
1580200612, 042104, 065612,   24.2,   0.00,
1580200611, 042104, 065421,   34.5,   1.14,
1580200610, 042104, 065411,   34.5,   0.01,
1580200609, 042104, 065246,   44.1,   0.00,
1580200608, 042104, 065106,   59.7,   0.00,
1580200607, 042104, 064921,   75.7,   0.00,
1580200606, 042104, 064740,   98.9,   0.00,
1580200605, 042104, 064547,  124.1,   0.06,
1580200604, 042104, 064401,  148.8,   0.00,
1580200603, 042104, 064221,  174.5,   0.00,
1590200614, 051904, 064437,    4.2,   0.00,
1590200613, 051904, 064347,   14.4,   0.06,
1590200612, 051904, 064252,   24.7,   0.02,
1590200611, 051904, 064202,   33.6,   0.00,
1590200610, 051904, 064153,   33.6,   0.00,
1590200609, 051904, 064103,   44.5,   0.00,
1590200608, 051904, 064012,   58.9,   0.04,
1590200607, 051904, 063912,   73.6,   0.00,
1590200606, 051904, 063752,   99.6,   0.08,
1590200605, 051904, 063622,  123.1,   0.02,
1590200604, 051904, 063457,  149.7,   0.00,
1590200603, 051904, 063352,  174.0,   0.00,
1600200714, 061604, 064721,    4.3,   0.09,
1600200713, 061604, 064611,   14.3,   0.33,
1600200712, 061604, 064506,   24.4,   0.25,
1600200711, 061604, 064402,   34.3,   0.15,
1600200710, 061604, 064351,   34.5,   0.15,
1600200709, 061604, 064246,   44.2,   0.03,
1600200708, 061604, 064131,   59.4,   0.26,
1600200707, 061604, 064010,   74.5,   0.14,
1600200706, 061604, 063846,   98.4,   0.12,
1600200705, 061604, 063711,  125.3,   0.02,
1600200704, 061604, 063531,  149.8,   0.07,
1600200703, 061604, 063351,  176.2,   0.00,
1610200520, 071404, 032453,    5.2,   0.53,
1610200519, 071404, 032353,   15.2,   0.05,
1610200517, 071404, 032245,   23.9,   0.51,
1610200516, 071404, 032149,   35.1,   0.39,
1610200514, 071404, 032043,   44.1,   0.02,
1610200512, 071404, 031854,   59.8,   0.22,
1610200510, 071404, 031723,   75.3,   0.15,
1610200508, 071404, 031603,   99.7,   0.28,
1610200506, 071404, 031446,  125.3,   0.04,
1610200504, 071404, 031333,  150.0,   0.44,
1610200502, 071404, 031204,  174.1,   0.45,
1620200714, 081604, 065106,    4.6,   0.30,
1620200713, 081604, 065021,   14.2,   0.77,
1620200712, 081604, 064930,   24.1,   2.85,
1620200711, 081604, 064841,   34.8,   0.45,
1620200710, 081604, 064831,   34.7,   0.20,
1620200709, 081604, 064741,   45.1,   0.28,
1620200708, 081604, 064649,   58.6,   0.22,
1620200707, 081604, 064546,   75.5,   0.17,
1620200706, 081604, 064449,  100.4,   0.23,
1620200705, 081604, 064352,  123.0,   0.32,
1620200704, 081604, 064249,  148.5,   0.18,
1620200703, 081604, 064140,  175.7,   0.08,
1630200714, 092904, 064958,    4.4,   0.03,
1630200713, 092904, 064844,   15.3,   0.31,
1630200712, 092904, 064759,   25.1,   0.07,
1630200711, 092904, 064705,   35.4,   0.07,
1630200710, 092904, 064656,   35.4,   0.17,
1630200709, 092904, 064559,   45.0,   0.40,
1630200708, 092904, 064458,   60.5,   0.25,
1630200707, 092904, 064409,   74.8,   0.07,
1630200706, 092904, 064223,  100.4,   0.00,
1630200705, 092904, 064108,  124.9,   0.00,
1630200704, 092904, 063939,  150.4,   0.20,
1630200703, 092904, 063839,  174.5,   0.00,
1640200614, 103104, 064922,    4.8,   0.60,
1640200613, 103104, 064822,   14.4,   0.39,
1640200612, 103104, 064727,   24.6,   0.13,
1640200611, 103104, 064622,   35.4,   0.04,
1640200610, 103104, 064612,   35.3,   0.00,
1640200609, 103104, 064522,   45.0,   0.12,
1640200608, 103104, 064407,   60.4,   0.18,
1640200607, 103104, 064256,   74.4,   0.05,
1640200606, 103104, 064136,   98.8,   0.13,
1640200605, 103104, 064027,  125.6,   0.41,
1640200604, 103104, 063806,  149.0,   0.12,
1640200603, 103104, 063647,  175.1,   0.41,
1650200622, 112804, 035436,    4.6,   0.14,
1650200621, 112804, 035321,   14.4,   0.08,
1650200619, 112804, 035206,   24.3,   0.00,
1650200618, 112804, 035051,   35.2,   0.00,
1650200617, 112804, 035036,   35.2,   0.45,
1650200615, 112804, 034906,   44.3,   0.00,
1650200614, 112804, 034751,   59.9,   0.50,
1650200612, 112804, 034620,   74.7,   0.00,
1650200609, 112804, 034421,  100.1,   0.00,
1650200607, 112804, 034252,  124.6,   0.00,
1650200605, 112804, 034121,  149.4,   0.00,
1650200603, 112804, 033921,  174.8,   0.00,
1660200721, 122104, 040449,    4.4,   0.00,
1660200720, 122104, 040310,   15.1,   0.00,
1660200718, 122104, 040124,   25.3,   0.00,
1660200717, 122104, 035957,   36.4,   0.00,
1660200716, 122104, 035948,   36.3,   0.00,
