botid, date, time, press, pp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1190200517, 101800, 041819,    4.7,   17.0,
1190200515, 101800, 041544,   24.8,   11.3,
1190200512, 101800, 041235,   44.6,   11.3,
1190200509, 101800, 040933,   75.3,   12.6,
1190200508, 101800, 040800,   99.7,    8.2,
1190200507, 101800, 040623,  126.9,    5.0,
1190200506, 101800, 040450,  148.9,    4.1,
1190200505, 101800, 040321,  173.8,    2.8,
1200200418, 113000, 010440,    5.1,    7.9,
1200200416, 113000, 010242,   24.0,   15.8,
1200200413, 113000, 010030,   44.7,    9.5,
1200200411, 113000, 005824,   73.7,   10.7,
1200200410, 113000, 005713,   99.5,    7.9,
1200200409, 113000, 005553,  124.0,    4.4,
1200200408, 113000, 005439,  150.1,    6.9,
1200200407, 113000, 005324,  175.2,    3.2,
1200200406, 113000, 005203,  198.8,    3.2,
1210200514, 122000, 005716,    4.3,   15.5,
1210200513, 122000, 005537,   23.9,   12.3,
1210200512, 122000, 005352,   44.4,   13.6,
1210200511, 122000, 005208,   73.9,    9.5,
1210200510, 122000, 005043,   99.1,   11.0,
1210200509, 122000, 004923,  124.4,   10.4,
1210200508, 122000, 004753,  148.9,    3.2,
1210200507, 122000, 004638,  173.2,    4.7,
1210200506, 122000, 004508,  199.2,    4.1,
1210200708, 122000, 063634,  148.6,    6.9,
1220200520, 011701, 042930,    3.9,   10.4,
1220200519, 011701, 042815,   24.3,   10.7,
1220200518, 011701, 042700,   43.5,   12.6,
1220200517, 011701, 041435,   74.5,   12.0,
1220200516, 011701, 041250,   99.4,    7.9,
1220200515, 011701, 041103,  124.2,    9.5,
1220200514, 011701, 040934,  148.9,    9.5,
1220200513, 011701, 040741,  174.7,    6.3,
1220200512, 011701, 040558,  198.5,    4.7,
1230200623, 021501, 150013,    4.9,   14.2,
1230200622, 021501, 145851,   23.9,   11.3,
1230200621, 021501, 145741,   44.9,   13.6,
1230200620, 021501, 145619,   75.2,    8.2,
1230200619, 021501, 145500,   98.5,    7.6,
1230200613, 021501, 145022,  125.8,    6.3,
1230200609, 021501, 144713,  151.1,    4.1,
1230200608, 021501, 144554,  174.4,    2.2,
1230200607, 021501, 144427,  204.7,    2.8,
1240200422, 032101, 131136,    4.4,    9.5,
1240200421, 032101, 131003,   25.2,   12.9,
1240200420, 032101, 130834,   45.5,   17.3,
1240200419, 032101, 130658,   75.4,   12.0,
1240200416, 032101, 130337,   99.8,    9.1,
1240200412, 032101, 125839,  124.9,   12.3,
1240200408, 032101, 125428,  149.9,    8.8,
1240200407, 032101, 125248,  175.7,    5.7,
1240200406, 032101, 125049,  198.9,    3.2,
1250200414, 041801, 005355,    3.5,   14.5,
1250200413, 041801, 005250,   25.1,   12.3,
1250200412, 041801, 005145,   45.1,   10.1,
1250200411, 041801, 005040,   74.8,    9.1,
1250200410, 041801, 004939,   98.9,   12.0,
1250200409, 041801, 004840,  123.2,   10.1,
1250200408, 041801, 004740,  147.9,   10.1,
1250200407, 041801, 004635,  173.4,    7.9,
1250200406, 041801, 004530,  199.1,    5.0,
1260200523, 051701, 040444,    4.5,   20.5,
1260200522, 051701, 040318,   25.4,   17.7,
1260200521, 051701, 040203,   44.0,   16.1,
1260200520, 051701, 040034,   74.4,   14.2,
1260200516, 051701, 035654,   99.4,    7.6,
1260200512, 051701, 035235,  124.6,   10.4,
1260200508, 051701, 034859,  149.7,    5.0,
1260200507, 051701, 034736,  175.1,    4.1,
1260200506, 051701, 034608,  199.7,    2.2,
1270200417, -00009, -00009,    3.5,    6.9,
1270200415, 061401, 010535,   23.9,    9.5,
1270200413, 061401, 010413,   44.0,   12.0,
1270200411, 061401, 010233,   73.9,   11.7,
1270200410, 061401, 010115,  100.0,   11.3,
1270200409, 061401, 005950,  124.0,    7.6,
1270200408, 061401, 005838,  148.0,    2.8,
1270200407, 061401, 005656,  173.3,    3.2,
1270200406, 061401, 005533,  198.8,    2.8,
1280200315, -00009, -00009,    4.4,   12.3,
1280200314, 071101, 005316,   24.3,   14.8,
1280200313, 071101, 005221,   44.2,   16.4,
1280200312, 071101, 005126,   74.1,   12.9,
1280200311, 071101, 005026,   99.0,   15.1,
1280200310, 071101, 004921,  124.4,    8.5,
1280200309, 071101, 004816,  150.3,    3.5,
1280200308, 071101, 004711,  174.0,    5.4,
1280200307, 071101, 004556,  198.6,    3.2,
1290201421, 080901, 034849,    4.0,   20.2,
1290201419, 080901, 034724,   24.1,   20.5,
1290201417, 080901, 034557,   44.6,   13.2,
1290201415, 080901, 034419,   74.3,   15.8,
1290201413, 080901, 034249,   99.4,   15.4,
1290201411, 080901, 034119,  124.4,    7.6,
1290201409, 080901, 033949,  149.2,    6.6,
1290201408, 080901, 033828,  174.4,    3.5,
1290201406, 080901, 033658,  200.5,    3.8,
1300200515, 100201, 035647,    5.1,   19.2,
1300200513, 100201, 035502,   24.4,   17.7,
1300200512, 100201, 035317,   45.0,   20.5,
1300200511, 100201, 035117,   76.3,   18.0,
1300200510, 100201, 034948,  101.1,   15.4,
1300200509, 100201, 034817,  124.8,    9.5,
1300200508, 100201, 034652,  148.2,    6.9,
1300200507, 100201, 034523,  171.8,    5.0,
1300200506, 100201, 034347,  198.7,    4.4,
1310200414, 102301, 005410,    5.7,   21.4,
1310200413, 102301, 005246,   26.4,   23.0,
1310200412, 102301, 005131,   46.5,   24.3,
1310200411, 102301, 005017,   75.2,   19.5,
1310200410, 102301, 004902,   99.8,   14.2,
1310200409, 102301, 004716,  125.8,    9.5,
1310200408, 102301, 004531,  150.1,    6.0,
1310200407, 102301, 004406,  175.4,    3.8,
1310200406, 102301, 004241,  202.9,    2.2,
1320200414, 111701, 005233,    4.1,   21.4,
1320200413, 111701, 005104,   25.8,   22.1,
1320200412, 111701, 004953,   45.2,   20.5,
1320200411, 111701, 004834,   73.6,   16.7,
1320200410, 111701, 004722,  100.7,   11.3,
1320200409, 111701, 004603,  124.0,    8.8,
1320200408, 111701, 004444,  148.9,    6.3,
1320200407, 111701, 004328,  174.7,    5.4,
1320200406, 111701, 004204,  201.8,    5.4,
1330200222, 121501, 092610,    4.3,   14.5,
1330200221, 121501, 092440,   26.1,   14.2,
1330200219, 121501, 092300,   44.6,   14.2,
1330200218, 121501, 092125,   75.7,   14.5,
1330200217, 121501, 091945,   99.7,   13.6,
1330200216, 121501, 091810,  125.7,    5.4,
1330200214, 121501, 091625,  148.8,    5.4,
1330200212, 121501, 091425,  176.3,    4.1,
1330200210, 121501, 091240,  199.4,    3.2,
1340200414, 011602, 005125,    4.5,   11.3,
1340200413, 011602, 005011,   24.7,   15.1,
1340200412, 011602, 004852,   44.0,   16.7,
1340200410, 011602, 004629,   99.4,    8.5,
1340200409, 011602, 004509,  125.3,    9.1,
1340200408, 011602, 004359,  149.9,    5.7,
1340200407, 011602, 004259,  173.8,    5.4,
1340200406, 011602, 004139,  197.4,    4.1,
1350200416, 022102, 005513,    5.4,   14.2,
1350200414, 022102, 005327,   24.8,   11.7,
1350200413, 022102, 005217,   44.2,   12.0,
1350200411, 022102, 005048,   75.2,   12.0,
1350200410, 022102, 004933,  100.7,   12.3,
1350200409, 022102, 004822,  124.6,    9.1,
1350200408, 022102, 004703,  149.9,    6.0,
1350200407, 022102, 004547,  174.0,    4.7,
1350200406, 022102, 004309,  200.3,    3.8,
1360200514, 031302, 004939,    4.1,   12.0,
1360200513, 031302, 004750,   25.4,   13.2,
1360200512, 031302, 004639,   45.2,   13.9,
1360200511, 031302, 004525,   74.5,   11.0,
1360200510, 031302, 004415,   99.4,   11.0,
1360200509, 031302, 004300,  124.3,   10.4,
1360200508, 031302, 004150,  149.6,    7.6,
1360200507, 031302, 004040,  174.0,    5.4,
1360200506, 031302, 003930,  200.4,    3.8,
1370200415, 052102, 010157,    4.6,    6.9,
1370200414, 052102, 010037,   24.7,    9.5,
1370200413, 052102, 005927,   44.4,   12.0,
1370200412, 052102, 005757,   74.3,    8.2,
1370200411, 052102, 005627,   99.9,    9.1,
1370200410, 052102, 005442,  124.2,   10.1,
1370200409, 052102, 005312,  144.6,    6.9,
1370200407, 052102, 005127,  175.6,    4.1,
1370200406, 052102, 004942,  201.6,    3.2,
1380200416, 063002, 001102,    3.8,   11.0,
1380200414, 063002, 000958,   24.1,   10.7,
1380200413, 063002, 000837,   44.9,   12.3,
1380200412, 063002, 000722,   73.6,    8.5,
1380200411, 063002, 000617,   99.6,    6.6,
1380200409, 063002, 000402,  123.9,    4.7,
1380200408, 063002, 000257,  148.9,    3.2,
1380200407, 063002, 000142,  174.0,    5.4,
1380200406, 063002, 000038,  199.9,    2.5,
1390200414, 082802, 012426,    4.2,   12.0,
1390200413, 082802, 012311,   25.7,   12.6,
1390200412, 082802, 012156,   44.1,    8.2,
1390200411, 082802, 012016,   74.7,   11.0,
1390200410, 082802, 011856,  100.0,   10.7,
1390200409, 082802, 011726,  126.0,    8.2,
1390200408, 082802, 011611,  150.1,    3.8,
1390200407, 082802, 011456,  175.4,    3.2,
1390200406, 082802, 011341,  200.5,    4.1,
1400200419, 100702, 005522,    5.5,   12.0,
1400200417, 100702, 005322,   25.2,   13.2,
1400200416, 100702, 005207,   44.9,   10.4,
1400200415, 100702, 005042,   74.7,    8.5,
1400200412, 100702, 004838,   99.1,    7.9,
1400200411, 100702, 004709,  126.1,    5.7,
1400200410, 100702, 004456,  149.8,    4.4,
1400200409, 100702, 004337,  176.0,    1.9,
1400200407, 100702, 004152,  199.6,    4.7,
1410200414, 110402, 005655,    4.5,   14.2,
1410200413, 110402, 005540,   24.9,   18.9,
1410200412, 110402, 005430,   45.1,   16.1,
1410200411, 110402, 005310,   75.2,    9.1,
1410200410, 110402, 005150,   99.9,   10.7,
1410200409, 110402, 005025,  124.5,    6.9,
1410200408, 110402, 004850,  149.7,    6.0,
1410200407, 110402, 004730,  175.3,    3.2,
1410200406, 110402, 004606,  200.1,    3.8,
1420200414, 112502, 012950,    8.8,   12.0,
1420200412, 112502, 012638,   44.2,   13.9,
1420200411, 112502, 012411,   74.5,   12.9,
1420200410, 112502, 012133,   99.3,    7.9,
1420200409, 112502, 011959,  124.1,    5.7,
1420200408, 112502, 011846,  149.7,    3.5,
1420200407, 112502, 011723,  174.0,    3.8,
1420200406, 112502, 011600,  199.3,    3.2,
1430200414, 121902, 005721,    5.6,   11.7,
1430200413, 121902, 005611,   25.4,   12.0,
1430200412, 121902, 005501,   45.5,   13.6,
1430200411, 121902, 005336,   74.8,    9.1,
1430200410, 121902, 005151,  100.6,    9.8,
1430200409, 121902, 005021,  124.5,    9.1,
1430200408, 121902, 004840,  150.0,    6.0,
1430200407, 121902, 004639,  174.8,    5.0,
1430200406, 121902, 004437,  198.5,    4.1,
1440200314, 011703, 010815,    4.4,   12.6,
1440200313, 011703, 010651,   23.2,    9.5,
1440200312, 011703, 010515,   44.7,   10.1,
1440200311, 011703, 010331,   75.8,   15.8,
1440200310, 011703, 010201,   99.4,   14.8,
1440200309, 011703, 010021,  125.4,    9.8,
1440200307, 011703, 005656,  174.9,    3.2,
1440200306, 011703, 005501,  199.3,    4.4,
1440200409, 011703, 034239,  148.8,    4.7,
1450200416, 022603, 010137,    4.8,   14.2,
1450200415, 022603, 010002,   23.6,   24.9,
1450200414, 022603, 005837,   44.7,   12.6,
1450200412, 022603, 005602,   72.8,   13.2,
1450200411, 022603, 005422,   99.3,    8.2,
1450200410, 022603, 005233,  122.3,   13.2,
1450200408, 022603, 004922,  149.2,    9.1,
1450200407, 022603, 004758,  174.5,    6.0,
1450200406, 022603, 004633,  199.0,    4.1,
1460200414, 032903, 012747,   10.9,    9.8,
1460200413, 032903, 012617,   25.8,   10.7,
1460200412, 032903, 012457,   45.0,   14.2,
1460200411, 032903, 012317,   75.8,    5.0,
1460200410, 032903, 012127,  100.2,    9.1,
1460200409, 032903, 011942,  125.7,    6.6,
1460200408, 032903, 011817,  150.8,    6.0,
1460200407, 032903, 011647,  174.8,    2.8,
1460200406, 032903, 011457,  198.9,    2.5,
1470200414, 042403, 010138,    4.8,   11.4,
1470200413, 042403, 005959,   23.7,   11.0,
1470200412, 042403, 005819,   44.0,   13.2,
1470200411, 042403, 005639,   76.4,   11.3,
1470200410, 042403, 005448,   98.3,    9.1,
1470200409, 042403, 005308,  122.0,    8.8,
1470200408, 042403, 005118,  146.8,    4.1,
1470200407, 042403, 004908,  171.9,    3.8,
1470200406, 042403, 004729,  197.6,    1.3,
1480200414, 052103, 005610,    3.9,   12.9,
1480200413, 052103, 005445,   24.4,    8.5,
1480200412, 052103, 005315,   44.8,    9.8,
1480200411, 052103, 005130,   73.4,    6.9,
1480200410, 052103, 004950,  101.3,    7.3,
1480200409, 052103, 004820,  122.7,    8.8,
1480200408, 052103, 004659,  148.1,    6.6,
1480200407, 052103, 004544,  174.1,    3.5,
1480200406, 052103, 004430,  200.1,    3.2,
1490200414, 062003, 005941,    4.2,    9.5,
1490200413, 062003, 005811,   24.4,    8.5,
1490200412, 062003, 005651,   44.8,    9.8,
1490200411, 062003, 005521,   74.8,   12.0,
1490200410, 062003, 005406,  100.5,   11.3,
1490200409, 062003, 005236,  125.4,    9.1,
1490200408, 062003, 005122,  149.4,    6.3,
1490200407, 062003, 005002,  175.0,    4.4,
1490200406, 062003, 004842,  199.4,    3.8,
1500200414, 072003, 005802,    4.2,   15.1,
1500200413, 072003, 005642,   24.2,   17.0,
1500200412, 072003, 005522,   45.3,   22.1,
1500200411, 072003, 005352,   73.3,   15.1,
1500200410, 072003, 005237,   98.0,   10.1,
1500200409, 072003, 005107,  124.2,    7.9,
1500200408, 072003, 004938,  150.0,    6.6,
1500200407, 072003, 004812,  176.9,    4.7,
1500200406, 072003, 004637,  201.8,    3.2,
1510200416, 082103, 005252,    5.3,    6.9,
1510200415, 082103, 005137,   25.8,   13.9,
1510200413, 082103, 004937,   43.4,    8.8,
1510200411, 082103, 004727,   73.4,    7.3,
1510200410, 082103, 004613,   99.8,   20.2,
1510200409, 082103, 004458,  126.8,   12.0,
1510200408, 082103, 004344,  150.8,    4.4,
1510200407, 082103, 004238,  173.1,    5.4,
1510200406, 082103, 004127,  199.3,    4.1,
1520200414, 101503, 010512,    5.3,   14.5,
1520200413, 101503, 010316,   25.9,   14.2,
1520200412, 101503, 010142,   44.6,   15.1,
1520200411, 101503, 010001,   76.5,    7.6,
1520200410, 101503, 005817,  100.8,   10.7,
1520200409, 101503, 005637,  124.8,    6.0,
1520200408, 101503, 005512,  150.9,    6.3,
1520200407, 101503, 005327,  175.9,    5.0,
1520200406, 101503, 005136,  201.5,    4.1,
1530200414, 111003, 005753,    7.7,   14.5,
1530200413, 111003, 005525,   23.9,   11.7,
1530200412, 111003, 005408,   45.6,   15.4,
1530200411, 111003, 005238,   78.5,   13.9,
1530200410, 111003, 005107,   96.8,   11.3,
1530200409, 111003, 004952,  124.3,    7.9,
1530200408, 111003, 004838,  151.5,    6.3,
1530200407, 111003, 004723,  174.2,    4.7,
1530200406, 111003, 004608,  199.7,    4.1,
1540200314, 122003, 014424,    5.5,   12.9,
1540200313, 122003, 014220,   24.2,   10.4,
1540200312, 122003, 013935,   44.1,    9.8,
1540200311, 122003, 013750,   75.2,   11.3,
1540200310, 122003, 013615,   97.7,    6.0,
1540200309, 122003, 013449,  125.9,    6.6,
1540200308, 122003, 013255,  150.5,    5.0,
1540200307, 122003, 013109,  173.9,    4.1,
1540200306, 122003, 012929,  200.5,    3.5,
1550200415, 012204, 005714,    3.9,   10.7,
1550200414, 012204, 005602,   24.0,   10.7,
1550200412, 012204, 005413,   44.1,   11.0,
1550200411, 012204, 005250,   74.5,    8.8,
1550200410, 012204, 005140,   99.3,    9.1,
1550200409, 012204, 005021,  123.9,    6.6,
1550200408, 012204, 004900,  149.9,    4.4,
1550200407, 012204, 004746,  174.7,    4.1,
1550200406, 012204, 004630,  200.6,    2.5,
1560200414, 022504, 005922,    3.9,   11.7,
1560200413, 022504, 005812,   24.5,   10.7,
1560200412, 022504, 005653,   43.9,    7.9,
1560200411, 022504, 005532,   73.1,   17.0,
1560200410, 022504, 005421,   98.9,    8.5,
1560200409, 022504, 005312,  123.8,    6.0,
1560200408, 022504, 005202,  148.7,    5.0,
1560200407, 022504, 005052,  174.6,    3.5,
1560200406, 022504, 004933,  203.6,    2.2,
1570200414, 032004, 010247,    5.6,    8.5,
1570200413, 032004, 005936,   26.1,   12.3,
1570200412, 032004, 005816,   44.4,   10.7,
1570200411, 032004, 005646,   75.4,    9.5,
1570200410, 032004, 005516,   99.2,   13.9,
1570200409, 032004, 005357,  124.8,   11.0,
1570200408, 032004, 005216,  149.6,    9.1,
1570200407, 032004, 005036,  174.4,    6.3,
1570200406, 032004, 004856,  199.0,    3.8,
1580200414, 042104, 010027,    3.9,   14.5,
1580200413, 042104, 005852,   24.1,   14.5,
1580200412, 042104, 005722,   43.8,   12.3,
1580200411, 042104, 005537,   74.2,    9.8,
1580200410, 042104, 005352,   98.8,   14.2,
1580200409, 042104, 005217,  123.7,    8.2,
1580200408, 042104, 005042,  147.6,    5.7,
1580200407, 042104, 004907,  173.9,    3.8,
1580200406, 042104, 004707,  199.3,    4.7,
1590200414, 051904, 005743,    4.3,   12.3,
1590200413, 051904, 005553,   24.0,   12.9,
1590200412, 051904, 005358,   44.7,   14.2,
1590200411, 051904, 005213,   75.0,   16.1,
1590200410, 051904, 005023,   98.9,   12.6,
1590200409, 051904, 004848,  124.4,    8.8,
1590200408, 051904, 004653,  148.4,    4.7,
1590200407, 051904, 004515,  174.3,    4.7,
1590200406, 051904, 004325,  199.1,    4.4,
1600200514, 061604, 005423,    3.7,   16.1,
1600200513, 061604, 005317,   23.9,    8.8,
1600200512, 061604, 005213,   44.0,   10.4,
1600200511, 061604, 005053,   74.7,   12.3,
1600200510, 061604, 004933,   98.4,    8.8,
1600200509, 061604, 004813,  123.7,    8.5,
1600200508, 061604, 004653,  148.5,    6.9,
1600200507, 061604, 004533,  171.4,    5.7,
1600200506, 061604, 004352,  198.4,    3.5,
1610200422, 071404, 015223,    4.8,   14.8,
1610200419, 071404, 015034,   24.8,   15.1,
1610200416, 071404, 014824,   42.7,    5.0,
1610200413, 071404, 014643,   74.9,    5.0,
1610200410, 071404, 014454,   99.9,    3.5,
1610200407, 071404, 014254,  125.5,    4.1,
1610200404, 071404, 014103,  149.4,    7.3,
1610200401, 071404, 013903,  174.5,    3.5,
1620200522, 081604, 005543,    4.8,   13.6,
1620200521, 081604, 005443,   24.0,   17.7,
1620200520, 081604, 005328,   44.7,   15.5,
1620200519, 081604, 005208,   75.1,   17.3,
1620200518, 081604, 005053,   99.6,    9.8,
1620200515, 081604, 004803,  124.1,    6.6,
1620200512, 081604, 004605,  149.0,    2.8,
1620200511, 081604, 004455,  174.3,    2.8,
1620200510, 081604, 004333,  200.3,    2.8,
1630200514, 092904, 005751,    6.3,   10.7,
1630200513, 092904, 005651,   25.9,   11.0,
1630200512, 092904, 005536,   45.9,   14.5,
1630200511, 092904, 005421,   75.5,   13.6,
1630200510, 092904, 005256,  100.1,   10.4,
1630200509, 092904, 005130,  125.1,    8.8,
1630200508, 092904, 005010,  150.4,    3.2,
1630200507, 092904, 004820,  174.4,    2.5,
1630200506, 092904, 004710,  199.5,    2.8,
1640200419, 103104, 010143,    4.0,   15.8,
1640200417, 103104, 010012,   23.4,   10.4,
1640200416, 103104, 005836,   45.3,    8.5,
1640200414, 103104, 005655,   74.9,    7.9,
1640200413, 103104, 005525,   99.3,   13.9,
1640200411, 103104, 005310,  124.0,    4.4,
1640200409, 103104, 005128,  149.5,    3.5,
1640200407, 103104, 004944,  174.6,    2.2,
1640200406, 103104, 004755,  199.8,    2.2,
1650201320, 112904, 010157,    5.2,   10.7,
1650201314, 112904, 005946,   25.1,   14.5,
1650201313, 112904, 005828,   45.2,   11.3,
1650201312, 112904, 005645,   74.6,    6.9,
1650201310, 112904, 005455,   98.9,    6.0,
1650201309, 112904, 005327,  125.1,    5.4,
1650201308, 112904, 005155,  149.3,    2.8,
1650201307, 112904, 005014,  174.8,    3.2,
1650201306, 112904, 004836,  199.5,    7.3,
1660201414, 122204, 010319,    4.1,   10.1,
1660201413, 122204, 010156,   25.3,   14.5,
1660201412, 122204, 010042,   44.1,   10.7,
1660201411, 122204, 005925,   74.0,   13.6,
1660201410, 122204, 005726,   99.8,    8.5,
1660201409, 122204, 005603,  122.9,    5.4,
1660201408, 122204, 005433,  148.3,    4.4,
1660201407, 122204, 005315,  174.8,    2.5,
1660201406, 122204, 005150,  198.8,    2.5,
1670201317, 020305, 011655,    4.8,   10.1,
1670201316, 020305, 011500,   24.9,   10.4,
1670201314, 020305, 011315,   45.1,    8.2,
1670201312, 020305, 011116,   75.0,    9.1,
1670201311, 020305, 010940,  102.8,    7.3,
1670201309, 020305, 010747,  125.9,    3.8,
1670201308, 020305, 010613,  150.7,    4.4,
1670201307, 020305, 010420,  175.2,    2.5,
1670201306, 020305, 010240,  199.1,    2.2,
1680201321, 030605, 010002,    5.1,    6.9,
1680201319, 030605, 005825,   25.5,    6.9,
1680201317, 030605, 005636,   45.4,    7.6,
1680201315, 030605, 005446,   76.8,    5.4,
1680201314, 030605, 005313,   98.9,    6.9,
1680201311, 030605, 005138,  125.0,    4.7,
1680201309, 030605, 004959,  151.0,    2.8,
1680201307, 030605, 004833,  175.4,    2.5,
1680201306, 030605, 004718,  200.5,    2.2,
1690200624, 051805, 132630,   13.0,    7.6,
1690200623, 051805, 132131,   25.1,    6.6,
1690200622, 051805, 131921,   45.4,    9.5,
1690200621, 051805, 131700,   75.5,   10.7,
1690200620, 051805, 131500,   99.5,   10.4,
1690200614, 051805, 131056,  124.5,    5.4,
1690200609, 051805, 130851,  139.6,    4.4,
1690200607, 051805, 130515,  174.4,    6.3,
1690200606, 051805, 130325,  200.0,    2.8,
1700201314, 061605, 040558,    6.2,    9.5,
1700201313, 061605, 040334,   24.5,   10.1,
1700201312, 061605, 040055,   44.4,   13.6,
1700201311, 061605, 035924,   74.9,   19.5,
1700201310, 061605, 035752,  100.2,   13.9,
1700201309, 061605, 035614,  125.1,    8.5,
1700201307, 061605, 035212,  175.1,    2.8,
1700201306, 061605, 035009,  199.8,    3.8,
1710201322, 071705, 220846,    6.4,    8.5,
1710201319, 071705, 220502,   45.0,    8.2,
1710201317, 071705, 220216,   74.7,    9.5,
1710201315, 071705, 220015,  100.1,    6.0,
1710201313, 071705, 215736,  125.6,    6.6,
1710201310, 071705, 215501,  149.7,    4.4,
1710201308, 071705, 215302,  173.1,    2.8,
1710201307, 071705, 215132,  200.4,    4.1,
1720201420, 081505, 040948,   23.3,   11.4,
1720201419, 081505, 040831,   44.3,   13.6,
1720201418, 081505, 040708,   75.4,   11.7,
1720201417, 081505, 040513,   99.1,   10.7,
1720201415, 081505, 040347,  124.5,    6.6,
1720201414, 081505, 040222,  149.3,    7.9,
1720201413, 081505, 040058,  173.8,    5.0,
1720201412, 081505, 035917,  199.5,    3.8,
1730201416, 091105, 033521,    5.9,   14.8,
1730201415, 091105, 033309,   24.8,   10.7,
1730201414, 091105, 033302,   25.0,   10.7,
1730201412, 091105, 033050,   46.3,   14.5,
1730201411, 091105, 032847,   75.8,    9.5,
1730201410, 091105, 032643,   99.0,    6.3,
1730201409, 091105, 032510,  124.0,    4.4,
1730201408, 091105, 032313,  149.5,    3.2,
1730201407, 091105, 032050,  174.9,    5.0,
1730201406, 091105, 031900,  198.9,    2.8,
1740201214, 100905, 073914,    8.0,    9.8,
1740201213, 100905, 073653,   24.9,    7.6,
1740201212, 100905, 073444,   45.9,   10.4,
1740201211, 100905, 073230,   74.3,    9.8,
1740201210, 100905, 073036,   98.2,   13.2,
1740201209, 100905, 072845,  124.0,    6.3,
1740201208, 100905, 072651,  150.1,    6.0,
1740201207, 100905, 072505,  174.6,    3.8,
1740201206, 100905, 072320,  198.6,    3.5,
1750201524, 111305, 034439,    5.0,    9.1,
1750201513, 111305, 034114,   24.2,    8.5,
1750201512, 111305, 033926,   44.1,    7.6,
1750201511, 111305, 033732,   74.7,    6.0,
1750201510, 111305, 033509,  100.0,    7.3,
1750201509, 111305, 033335,  123.8,    6.9,
1750201508, 111305, 033159,  148.3,    2.5,
1750201507, 111305, 033014,  173.0,    3.2,
1750201506, 111305, 032809,  199.4,    2.5,
1760201424, 121405, 032844,    5.2,    7.6,
1760201422, 121405, 032713,   24.0,    8.2,
1760201420, 121405, 032548,   45.1,   10.7,
1760201418, 121405, 032404,   75.8,    6.3,
1760201416, 121405, 032221,  100.4,   10.7,
1760201414, 121405, 032039,  126.0,    3.2,
1760201412, 121405, 031910,  150.2,    5.4,
1760201410, 121405, 031723,  175.5,    2.2,
1760201408, 121405, 031545,  200.9,    5.4,
1770200823, 012606, 035424,    9.1,   10.7,
1770200821, 012606, 035223,   27.3,    7.6,
1770200819, 012606, 035028,   45.8,   12.3,
1770200817, 012606, 034903,   74.2,    8.5,
1770200815, 012606, 034743,   99.6,    7.6,
1770200813, 012606, 034559,  127.0,    3.8,
1770200811, 012606, 034428,  150.2,    2.8,
1770200809, 012606, 034248,  173.5,    3.8,
1770200808, 012606, 034128,  199.4,    2.2,
1780201424, 021606, 041209,    7.6,    7.3,
1780201423, 021606, 041039,   24.7,    6.3,
1780201422, 021606, 040914,   45.9,    7.9,
1780201421, 021606, 040754,   74.0,    4.4,
1780201420, 021606, 040634,   98.9,    5.7,
1780201409, 021606, 040244,  123.2,    3.2,
1780201408, 021606, 040121,  147.5,    2.2,
1780201407, 021606, 035944,  173.9,    1.3,
1780201406, 021606, 035816,  198.4,    1.9,
1790200721, 030906, 220108,    6.5,   10.4,
1790200719, 030906, 215903,   27.5,    9.1,
1790200717, 030906, 215739,   43.5,    8.8,
1790200715, 030906, 215554,   76.9,    5.0,
1790200713, 030906, 215414,   99.7,    4.4,
1790200711, 030906, 215254,  124.9,    3.8,
1790200709, 030906, 215129,  151.0,    4.4,
1790200707, 030906, 215009,  173.4,    1.9,
1790200706, 030906, 214849,  199.3,    2.2,
1800201414, 040306, 035959,    8.5,   10.4,
1800201413, 040306, 035843,   25.0,    8.8,
1800201412, 040306, 035649,   45.2,   11.7,
1800201411, 040306, 035509,   74.6,   17.0,
1800201410, 040306, 035319,  100.3,   14.2,
1800201409, 040306, 035154,  124.6,    8.5,
1800201408, 040306, 035010,  150.4,    5.7,
1800201407, 040306, 034844,  176.0,    6.9,
1800201406, 040306, 034719,  199.0,    5.0,
1810201516, 052806, 040722,    8.3,    9.5,
1810201515, 052806, 040344,   25.5,   11.3,
1810201514, 052806, 040204,   44.7,   12.0,
1810201513, 052806, 035949,   74.6,   10.7,
1810201510, 052806, 035341,   99.9,   13.6,
1810201509, 052806, 035108,  126.2,    5.4,
1810201508, 052806, 034904,  151.1,    3.2,
1810201507, 052806, 034720,  176.3,    4.7,
1810201506, 052806, 034529,  200.5,    2.5,
1820201214, 061506, 040733,    8.3,   10.7,
1820201213, 061506, 040349,   24.7,    5.7,
1820201212, 061506, 040144,   43.8,    7.9,
1820201211, 061506, 035933,   75.8,   12.3,
1820201210, 061506, 035723,  101.4,   10.4,
1820201209, 061506, 035516,  125.3,    6.6,
1820201208, 061506, 035323,  149.4,    4.4,
1820201207, 061506, 035125,  175.3,    4.1,
1820201206, 061506, 034913,  199.4,    2.5,
1830201514, 071406, 040936,    8.4,    9.8,
1830201513, 071406, 040655,   24.7,   11.0,
1830201512, 071406, 040501,   45.0,   12.6,
1830201511, 071406, 040336,   74.8,   11.3,
1830201510, 071406, 040141,  100.0,    8.2,
1830201509, 071406, 035949,  125.0,    9.1,
1830201508, 071406, 035802,  149.7,    6.0,
1830201507, 071406, 035623,  175.5,    3.8,
1830201506, 071406, 035434,  199.6,    4.1,
1840201515, 081006, 041014,    7.3,    9.1,
