botid, date, time, press, l12, 
#, mmddyy, hhmmss, dbar, mg C/m3, 
1740201417, 100905, 130233,   25.2,  6.823,
1740201414, 100905, 130053,   45.8,  6.040,
1740201411, 100905, 125903,   75.3,  4.693,
1740201408, 100905, 125738,  100.2,  1.870,
1740201405, 100905, 125603,  125.4,  0.440,
1750201021, 111205, 134034,    9.2,  5.327,
1750201018, 111205, 133734,   24.5,  6.190,
1750201015, 111205, 133544,   43.5,  5.270,
1750201012, 111205, 133259,   73.6,  4.467,
1750201008, 111205, 133019,   99.0,  2.327,
1750201005, 111205, 132804,  123.8,  0.717,
1760200920, 121305, 125600,    5.0,  5.010,
1760200917, 121305, 125334,   25.2,  5.360,
1760200914, 121305, 125146,   44.5,  4.800,
1760200911, 121305, 124942,   75.8,  3.737,
1760200908, 121305, 124734,  100.8,  1.350,
1760200905, 121305, 124556,  125.1,  0.580,
1770200320, 012506, 132448,    7.7,  4.927,
1770200317, 012506, 132157,   24.7,  4.533,
1770200314, 012506, 131959,   46.9,  4.827,
1770200311, 012506, 131758,   74.8,  2.450,
1770200308, 012506, 131559,  100.4,  1.097,
1770200305, 012506, 131408,  125.2,  1.157,
1780200920, 021506, 131134,   10.3,  5.467,
1780200917, 021506, 130904,   24.6,  5.437,
1780200914, 021506, 130739,   45.3,  4.643,
1780200911, 021506, 130604,   73.9,  5.647,
1780200908, 021506, 130440,  100.4,  1.210,
1780200905, 021506, 130259,  125.1,  0.210,
1790201220, 031006, 131146,    5.4,  7.700,
1790201217, 031006, 130949,   24.5,  7.383,
1790201214, 031006, 130803,   46.2,  5.600,
1790201211, 031006, 130627,   75.5,  2.757,
1790201208, 031006, 130505,   99.7,  1.447,
1790201205, 031006, 130340,  123.1,  0.563,
1800200920, 040206, 130244,    6.2,  5.317,
1800200917, 040206, 125949,   25.5,  7.233,
1800200914, 040206, 125800,   45.0,  6.953,
1800200911, 040206, 125554,   75.6,  3.550,
1800200908, 040206, 125353,  100.5,  3.027,
1800200905, 040206, 125204,  124.3,  0.643,
1810201022, 052706, 131051,    7.3,  6.223,
1810201019, 052706, 130801,   26.5,  5.720,
1810201016, 052706, 130621,   46.4,  5.853,
1810201013, 052706, 130451,   76.3,  4.050,
1810201010, 052706, 130321,  101.2,  3.600,
1810201007, 052706, 130139,  124.6,  1.143,
1820200822, 061406, 153316,    8.2,  6.295,
1820200819, 061406, 152904,   25.0,  5.247,
1820200816, 061406, 152730,   46.0,  5.127,
1820200813, 061406, 152544,   76.1,  4.403,
1820200810, 061406, 152349,  100.9,  2.947,
1820200807, 061406, 152205,  124.9,  1.757,
1840201022, 080906, 131048,    8.4,  6.013,
1840201019, 080906, 130753,   25.1,  5.930,
1840201016, 080906, 130604,   45.0,  7.897,
1840201013, 080906, 130406,   75.3,  3.747,
1840201010, 080906, 130209,  101.3,  1.327,
1840201007, 080906, 130029,  125.7,  0.403,
1850200920, 091606, 125620,    6.3,  3.565,
1850200917, 091606, 125435,   26.3,  5.323,
1850200914, 091606, 125242,   46.1,  4.053,
1850200911, 091606, 124927,   75.6,  1.627,
1850200908, 091606, 124725,  100.8,  0.730,
1850200905, 091606, 124537,  125.3,  0.427,
1860201820, 102106, 130025,    8.7,  6.530,
1860201817, 102106, 125740,   25.3,  5.163,
1860201814, 102106, 125526,   45.1,  5.633,
1860201811, 102106, 125331,   74.5,  1.957,
1860201808, 102106, 125040,  101.4,  0.835,
1860201805, 102106, 124840,  126.0,  0.353,
1870200920, 110906, 130815,    6.9,  3.637,
1870200917, 110906, 130440,   25.0,  4.823,
1870200914, 110906, 130251,   45.5,  3.573,
1870200911, 110906, 130049,   76.1,  1.420,
1870200908, 110906, 125909,  100.8,  0.737,
1870200905, 110906, 125749,  124.8,  0.423,
1880200920, 121006, 125550,    9.0,  5.557,
1880200917, 121006, 125308,   23.7,  5.063,
1880200914, 121006, 125121,   44.6,  3.910,
1880200911, 121006, 124922,   75.0,  2.203,
1880200908, 121006, 124750,  101.0,  1.207,
1880200905, 121006, 124551,  125.7,  0.273,
1890201020, 020707, 125931,    5.1,  5.170,
1890201017, 020707, 125714,   24.6,  4.473,
1890201014, 020707, 125535,   45.2,  4.063,
1890201011, 020707, 125345,   75.5,  4.127,
1890201008, 020707, 125154,  100.8,  1.560,
1890201005, 020707, 124948,  123.4,  0.180,
1900201020, 032107, 125949,    4.4,  6.360,
1900201017, 032107, 125729,   25.0,  5.737,
1900201014, 032107, 125450,   44.6,  4.863,
1900201011, 032107, 125211,   75.1,  3.170,
1900201008, 032107, 125011,   99.7,  4.820,
1900201005, 032107, 124736,  124.2,  0.560,
1910201020, 050507, 125830,    7.4,  6.653,
1910201017, 050507, 125611,   25.9,  6.867,
1910201014, 050507, 125341,   44.5,  7.650,
1910201011, 050507, 125152,   75.3,  4.207,
1910201008, 050507, 124941,  100.2,  2.423,
1910201005, 050507, 124702,  125.3,  1.537,
1930200722, 070807, 130548,    6.8,  6.533,
1930200717, 070807, 130253,   24.8,  6.203,
1930200714, 070807, 125957,   45.3,  5.857,
1930200711, 070807, 125648,   75.9,  4.087,
1930200708, 070807, 125428,   99.8,  2.167,
1930200705, 070807, 125208,  124.8,  0.923,
1940200920, 080407, 130743,    7.9,  9.257,
1940200917, 080407, 130443,   25.2,  6.717,
1940200914, 080407, 130118,   44.9,  6.527,
1940200911, 080407, 125802,   75.9,  4.140,
1940200908, 080407, 125528,  100.1,  3.033,
1940200905, 080407, 125313,  125.4,  0.800,
1950200920, 090307, 130649,    6.6,  8.177,
1950200917, 090307, 130404,   25.8,  7.507,
1950200914, 090307, 130159,   46.0,  5.275,
1950200911, 090307, 125829,   75.9,  3.903,
1950200908, 090307, 125554,  100.5,  1.643,
1950200905, 090307, 125344,  125.4,  0.780,
1960200222, 100207, 131053,    4.5,  5.780,
1960200217, 100207, 130838,   24.8,  5.067,
1960200214, 100207, 130723,   44.3,  5.220,
1960200211, 100207, 130553,   75.7,  2.987,
1960200208, 100207, 130429,   99.0,  1.343,
1960200205, 100207, 130304,  126.0,  0.540,
1970200218, 120107, 131536,    9.4,  6.110,
1970200215, 120107, 131401,   25.0,  4.640,
1970200212, 120107, 130945,   45.0,  3.760,
1970200209, 120107, 130810,   75.1,  2.840,
1970200206, 120107, 130615,   99.6,  1.467,
1970200203, 120107, 130425,  126.2,  0.197,
1980200222, 122007, 121559,    5.8,  7.560,
1980200217, 122007, 121059,   24.0,  6.957,
1980200214, 122007, 120920,   45.8,  4.473,
1980200211, 122007, 120733,   76.0,  1.990,
1980200208, 122007, 120544,  101.1,  0.670,
1980200205, 122007, 120340,  123.1,  0.250,
1990200222, 012908, 134548,    5.8,  7.963,
1990200217, 012908, 133955,   24.5,  7.587,
1990200214, 012908, 133806,   45.7,  6.303,
1990200211, 012908, 133607,   74.5,  2.610,
1990200208, 012908, 133346,   99.7,  1.175,
1990200205, 012908, 133136,  124.2,  0.403,
2000200222, 022308, 132209,    7.4,  5.953,
2000200217, 022308, 131709,   27.8,  5.427,
2000200214, 022308, 131453,   46.4,  4.137,
2000200211, 022308, 131221,   76.6,  3.303,
2000200208, 022308, 130952,  102.0,  2.850,
2000200205, 022308, 130723,  126.3,  0.920,
2010200222, 052708, 123058,    7.5,  5.457,
2010200218, 052708, 122805,   26.1,  7.163,
2010200215, 052708, 122537,   46.0,  5.623,
2010200212, 052708, 122328,   75.6,  3.217,
2010200209, 052708, 122124,  101.1,  2.733,
2010200206, 052708, 121929,  125.6,  0.817,
2020200222, 062508, 124016,    9.2,  7.983,
2020200218, 062508, 123622,   24.6,  7.870,
2020200215, 062508, 123401,   44.1,  5.930,
2020200212, 062508, 123136,   74.2,  4.063,
2020200209, 062508, 122926,   99.2,  1.983,
2020200205, 062508, 122701,  124.3,  0.663,
2030200222, 072608, 134946,    8.4,  7.097,
2030200218, 072608, 134648,   25.3,  7.623,
2030200215, 072608, 134444,   44.7,  6.905,
2030200212, 072608, 134229,   75.0,  3.837,
2030200209, 072608, 134010,  100.9,  1.657,
2030200205, 072608, 133740,  125.3,  0.833,
2040200222, 081608, 122916,    6.2,  7.683,
2040200218, 081608, 122541,   24.9,  7.787,
2040200215, 081608, 122330,   43.7,  8.237,
2040200212, 081608, 122027,   74.3,  4.463,
2040200209, 081608, 121757,  100.1,  2.030,
2040200205, 081608, 121512,  125.6,  0.417,
2050200222, 101008, 122046,    6.0,  7.310,
2050200217, 101008, 121736,   24.5,  5.920,
2050200214, 101008, 121546,   44.2,  5.525,
2050200211, 101008, 121345,   74.3,  3.780,
2050200208, 101008, 121200,   99.2,  1.150,
2050200205, 101008, 121011,  124.1,  0.263,
2060200222, 113008, 134658,   10.1, 10.150,
2060200218, 113008, 134258,   22.3,  9.020,
2060200215, 113008, 134124,   43.3,  7.030,
2060200212, 113008, 133918,   76.7,  1.397,
2060200209, 113008, 133719,  100.2,  0.583,
2060200205, 113008, 133537,  121.8,  0.233,
2080200222, 012009, 132948,    6.6,  4.777,
2080200218, 012009, 132623,   24.6,  5.257,
2080200215, 012009, 132432,   45.3,  3.920,
2080200212, 012009, 132244,   74.4,  3.127,
2080200209, 012009, 132047,   99.6,  0.890,
2080200205, 012009, 131842,  125.3,  0.287,
2090200222, 021709, 130227,    6.7,  5.737,
2090200218, 021709, 125947,   24.8,  6.723,
2090200215, 021709, 125757,   45.4,  4.637,
2090200212, 021709, 125557,   74.9,  3.497,
2090200209, 021709, 125407,  100.0,  2.490,
2090200205, 021709, 125147,  126.0,  0.833,
2100200222, 042809, 123028,    5.0,  6.957,
2100200218, 042809, 122742,   25.0,  5.480,
2100200215, 042809, 122457,   44.7,  4.845,
2100200212, 042809, 122144,   75.0,  2.983,
2100200209, 042809, 121927,   99.8,  3.550,
2100200205, 042809, 121630,  125.1,  0.663,
2110200120, 052709, 134033,    7.2,  8.603,
2110200117, 052709, 133909,   27.1,  5.890,
2110200114, 052709, 133754,   47.0,  4.590,
2110200111, 052709, 133548,   76.9,  2.890,
2110200108, 052709, 133400,  101.9,  1.953,
2110200105, 052709, 133228,  126.7,  0.717,
2120200222, 070309, 130851,    8.2,  6.343,
2120200219, 070309, 130531,   25.1,  5.787,
2120200216, 070309, 130347,   44.7,  3.720,
2120200213, 070309, 130140,   74.4,  5.153,
2120200210, 070309, 125906,  100.1,  2.780,
2120200207, 070309, 125547,  125.9,  1.587,
2130200220, 072409, 132508,    7.6,  5.457,
2130200217, 072409, 132139,   24.9,  4.837,
2130200214, 072409, 131943,   45.1,  4.930,
2130200211, 072409, 131734,   75.4,  2.783,
2130200208, 072409, 131538,   99.9,  1.527,
2130200205, 072409, 131348,  124.9,  0.590,
2140200220, 081809, 130728,    8.3,  9.743,
2140200217, 081809, 130328,   24.5, 10.067,
2140200214, 081809, 130057,   46.1, 10.817,
2140200211, 081809, 125828,   75.0,  5.487,
2140200208, 081809, 125612,  100.7,  1.783,
2140200205, 081809, 125339,  124.4,  0.480,
2150200218, 092409, 134950,    5.4,  6.527,
2150200215, 092409, 134744,   25.1,  5.383,
2150200212, 092409, 134509,   44.6,  3.703,
2150200209, 092409, 134300,   74.7,  2.173,
2150200206, 092409, 133959,   99.8,  2.170,
2150200203, 092409, 133812,  125.2,  0.355,
2160200218, 110309, 141943,    4.6,  4.633,
2160200215, 110309, 141744,   24.0,  4.553,
2160200212, 110309, 141554,   44.7,  2.463,
2160200209, 110309, 141354,   75.2,  1.267,
2160200206, 110309, 141159,   99.4,  0.647,
2160200203, 110309, 140949,  127.0,  0.167,
2170200220, 120909, 131327,    4.7,  5.910,
2170200217, 120909, 131207,   24.4,  5.620,
2170200214, 120909, 131051,   44.3,  3.920,
2170200211, 120909, 130926,   75.0,  3.430,
2170200208, 120909, 130757,   99.9,  0.933,
2170200205, 120909, 130636,  126.5,  0.227,
2200200218, 040610, 134235,    4.7,  5.830,
2200200215, 040610, 134057,   25.2,  6.523,
2200200212, 040610, 133906,   44.2,  5.995,
2200200209, 040610, 133657,   77.3,  3.257,
2200200206, 040610, 133458,   98.4,  1.767,
2200200203, 040610, 133306,  123.6,  1.223,
2210200220, 051810, 124158,    5.0,  6.250,
2210200217, 051810, 123959,   23.1,  6.230,
2210200214, 051810, 123707,   44.5,  5.820,
2210200211, 051810, 123444,   74.5,  3.393,
2210200208, 051810, 123231,  100.4,  4.140,
2210200205, 051810, 123012,  125.1,  0.630,
2220200220, 060810, 121816,    5.4,  6.627,
2220200217, 060810, 121623,   25.0,  7.030,
2220200214, 060810, 121428,   44.6,  5.980,
2220200211, 060810, 121228,   75.4,  3.900,
2220200208, 060810, 121000,  100.1,  3.097,
2220200205, 060810, 120758,  127.1,  0.943,
2230200220, 070810, 125602,    5.9,  8.353,
2230200217, 070810, 125122,   25.7, 10.260,
2230200214, 070810, 124833,   46.1,  6.270,
2230200211, 070810, 124519,   75.3,  4.530,
2230200208, 070810, 124201,  100.4,  2.070,
2230200205, 070810, 123822,  125.5,  0.817,
2240200220, 080710, 122246,    6.0,  3.960,
2240200217, 080710, 121914,   24.9,  6.563,
2240200214, 080710, 121643,   45.1,  4.680,
2240200211, 080710, 121359,   75.4,  4.523,
2240200208, 080710, 121117,  100.2,  2.403,
2240200205, 080710, 120848,  125.1,  0.690,
2250200220, 090310, 123611,    6.6,  5.717,
2250200217, 090310, 123307,   25.0,  6.393,
2250200214, 090310, 123049,   45.0,  4.820,
2250200211, 090310, 122817,   75.3,  3.380,
2250200208, 090310, 122539,  100.3,  2.067,
2250200205, 090310, 122309,  124.5,  0.657,
2260200220, 100310, 120503,    5.7,  8.360,
2260200217, 100310, 120223,   24.5,  8.390,
2260200214, 100310, 115929,   45.5,  7.705,
2260200211, 100310, 115619,   76.0,  4.273,
2260200208, 100310, 115323,  100.8,  2.090,
2260200205, 100310, 115038,  126.0,  0.560,
2270200320, 112110, 125609,    5.7,  5.093,
2270200317, 112110, 125420,   25.2,  5.577,
2270200314, 112110, 125243,   45.0,  3.383,
2270200311, 112110, 125042,   75.2,  2.553,
2270200308, 112110, 124853,  100.3,  1.590,
2270200305, 112110, 124706,  125.6,  0.417,
2280200218, 010911, 145322,    6.7,  5.660,
2280200215, 010911, 145137,   26.6,  6.113,
2280200212, 010911, 144959,   46.2,  4.785,
2280200209, 010911, 144810,   76.6,  2.283,
2280200206, 010911, 144544,  101.4,  1.225,
2280200203, 010911, 144400,  125.5,  0.453,
2290200920, 012911, 130525,    6.7,  5.527,
2290200917, 012911, 130206,   24.9,  5.213,
2290200914, 012911, 130001,   45.8,  4.557,
2290200911, 012911, 125715,   74.9,  2.605,
2290200908, 012911, 125506,  100.0,  1.527,
2290200905, 012911, 125238,  124.5,  0.617,
2300200220, 022811, 123009,    6.8,  6.353,
2300200217, 022811, 122724,   24.8,  6.963,
2300200214, 022811, 122528,   46.3,  4.613,
2300200211, 022811, 122309,   75.5,  3.063,
2300200208, 022811, 122108,  100.7,  1.723,
2300200205, 022811, 121904,  125.7,  0.817,
2310200220, 041111, 134640,    4.6,  4.997,
2310200217, 041111, 134318,   25.4,  6.045,
2310200214, 041111, 134108,   45.5,  4.963,
2310200211, 041111, 133821,   75.0,  3.545,
2310200208, 041111, 133521,  102.5,  1.663,
2310200205, 041111, 133315,  124.8,  0.733,
2320200218, 050911, 141518,    5.9,  7.310,
2320200215, 050911, 141331,   24.1,  7.500,
2320200212, 050911, 141204,   44.0,  5.740,
2320200209, 050911, 141018,   74.2,  2.660,
2320200206, 050911, 140837,   99.4,  1.097,
2320200203, 050911, 140631,  123.9,  0.300,
2330200218, 071911, 111425,    5.7,  6.810,
2330200215, 071911, 111203,   24.5,  6.373,
2330200212, 071911, 111018,   44.6,  6.307,
2330200209, 071911, 110808,   74.7,  4.690,
2330200206, 071911, 110614,   99.8,  2.877,
2330200203, 071911, 110418,  124.1,  1.010,
2340200820, 083111, 132511,    5.6,  9.525,
2340200817, 083111, 132303,   25.7,  9.545,
2340200814, 083111, 132112,   45.6,  7.120,
2340200811, 083111, 131900,   74.8,  4.847,
2340200808, 083111, 131652,   99.7,  1.857,
2340200805, 083111, 131437,  124.9,  0.485,
2350200620, 092711, 132937,    5.8,  8.285,
2350200617, 092711, 132638,   25.7,  7.420,
2350200614, 092711, 132427,   45.3,  6.840,
2350200611, 092711, 132139,   75.9,  3.993,
2350200608, 092711, 131917,  100.9,  1.493,
2350200605, 092711, 131650,  125.5,  0.545,
2360200222, 110411, 133817,    5.7,  8.740,
2360200219, 110411, 133622,   26.0,  7.123,
2360200216, 110411, 133412,   47.1,  4.607,
2360200213, 110411, 133136,   78.5,  3.693,
2360200210, 110411, 132922,   99.9,  0.950,
2360200207, 110411, 132640,  126.7,  0.173,
2370200620, 112911, 145306,    5.6, 10.885,
2370200617, 112911, 145125,   24.8, 10.173,
2370200614, 112911, 144936,   45.5,  4.833,
2370200611, 112911, 144719,   74.2,  1.863,
2370200608, 112911, 144526,   99.6,  0.470,
2370200605, 112911, 144322,  124.1,  0.207,
2390200222, 011812, 133111,    5.6,  6.413,
2390200219, 011812, 132921,   25.8,  8.233,
2390200216, 011812, 132742,   44.4,  5.800,
2390200213, 011812, 132538,   75.7,  2.743,
2390200210, 011812, 132334,  100.2,  1.080,
2390200207, 011812, 132103,  127.5,  0.400,
2410200120, 050112, 121104,    5.7,  7.193,
2410200117, 050112, 120934,   23.9,  7.067,
2410200114, 050112, 120809,   46.1,  7.700,
2410200111, 050112, 120629,   78.2,  5.583,
2410200108, 050112, 120448,  101.1,  4.300,
2410200105, 050112, 120324,  125.5,  1.080,
2420200120, 053012, 123757,    4.5,  6.667,
2420200117, 053012, 123627,   24.4,  8.407,
2420200114, 053012, 123506,   45.6,  6.037,
2420200111, 053012, 123342,   73.8,  4.160,
2420200108, 053012, 123213,  100.9,  1.960,
2420200105, 053012, 123042,  123.9,  0.683,
2430200122, 062612, 131416,    5.0,  6.483,
2430200118, 062612, 131138,   24.8,  7.677,
2430200115, 062612, 130928,   45.4,  6.780,
2430200112, 062612, 130718,   75.1,  4.697,
2430200109, 062612, 130517,   99.5,  3.173,
2430200106, 062612, 130308,  125.2,  1.247,
2440200220, 073112, 131117,    6.7,  6.660,
2440200217, 073112, 130906,   24.4,  7.850,
2440200214, 073112, 130716,   45.4,  6.223,
2440200211, 073112, 130505,   75.7,  4.723,
2440200208, 073112, 130305,  100.3,  2.160,
2440200205, 073112, 130105,  124.6,  0.825,
2450200120, 081712, 125930,    5.2,  5.047,
2450200117, 081712, 125736,   24.7,  5.503,
2450200114, 081712, 125559,   45.4,  4.193,
2450200111, 081712, 125406,   75.3,  3.490,
2450200108, 081712, 125223,  100.3,  2.490,
2450200105, 081712, 125032,  126.3,  1.005,
2460200122, 091412, 125236,    5.5,  5.267,
2460200119, 091412, 125001,   24.6,  5.090,
2460200116, 091412, 124819,   45.5,  5.267,
2460200113, 091412, 124632,   75.3,  4.115,
2460200110, 091412, 124440,  100.5,  2.855,
2460200107, 091412, 124243,  124.5,  0.910,
2470200119, 100712, 122551,    5.6,  5.975,
2470200116, 100712, 122341,   25.2,  6.470,
2470200113, 100712, 122151,   45.3,  4.697,
2470200110, 100712, 121941,   75.4,  3.863,
2470200107, 100712, 121741,  100.2,  2.755,
2470200104, 100712, 121551,  125.5,  0.905,
2480200120, 120312, 130123,    5.9,  5.997,
2480200117, 120312, 125824,   25.5,  4.950,
2480200114, 120312, 125624,   44.3,  3.560,
2480200111, 120312, 125356,   75.4,  1.577,
2480200108, 120312, 125134,  100.1,  1.170,
2480200105, 120312, 124836,  124.8,  0.365,
2490200120, 021213, 131056,    7.9,  5.767,
2490200117, 021213, 130811,   25.4,  6.620,
2490200114, 021213, 130608,   45.6,  4.280,
2490200111, 021213, 130352,   75.1,  2.685,
2490200108, 021213, 130126,  100.0,  1.653,
2490200105, 021213, 125905,  124.3,  0.933,
2500200220, 030613, 130716,    6.3,  6.610,
2500200217, 030613, 130354,   25.0,  7.230,
2500200214, 030613, 130135,   45.1,  7.197,
2500200211, 030613, 125933,   76.5,  5.905,
2500200208, 030613, 125735,   99.6,  2.327,
2500200205, 030613, 125545,  124.9,  0.730,
2510200121, 040513, 125853,    5.3,  5.977,
2510200117, 040513, 125633,   25.4,  5.953,
2510200114, 040513, 125443,   45.9,  5.590,
2510200111, 040513, 125233,   75.7,  4.190,
2510200108, 040513, 125044,  100.0,  3.473,
2510200105, 040513, 124855,  125.2,  1.720,
2520200222, 051713, 140730,    7.3,  6.190,
2520200218, 051713, 140407,   25.0,  6.700,
2520200215, 051713, 140206,   45.3,  6.583,
2520200212, 051713, 135936,   75.5,  4.285,
2520200209, 051713, 135729,  100.4,  3.027,
2520200206, 051713, 135440,  124.8,  1.533,
2530200222, 062513, 132306,    8.0,  8.413,
2530200218, 062513, 132048,   25.9,  7.663,
2530200215, 062513, 131905,   45.1,  8.087,
2530200212, 062513, 131706,   76.1,  6.660,
2530200209, 062513, 131514,  101.8,  5.207,
2530200206, 062513, 131337,  125.7,  1.233,
2540200120, 091113, 130301,    6.8,  7.970,
2540200117, 091113, 130020,   25.4,  8.477,
2540200114, 091113, 125820,   45.2,  7.837,
2540200111, 091113, 125550,   75.6,  4.155,
2540200108, 091113, 125350,  101.3,  2.613,
2540200105, 091113, 125150,  125.8,  1.270,
2550200120, 100113, 125613,    7.5,  8.960,
2550200117, 100113, 125401,   25.2,  9.453,
2550200114, 100113, 125221,   45.1,  9.747,
2550200111, 100113, 125021,   76.0,  3.790,
2550200108, 100113, 124816,   99.5,  1.620,
2550200105, 100113, 124622,  125.7,  0.523,
2560200120, 102713, 125435,    7.7,  8.920,
2560200117, 102713, 125215,   25.4,  8.103,
2560200114, 102713, 125015,   45.7,  7.113,
2560200111, 102713, 124756,   75.5,  4.530,
2560200108, 102713, 124545,  100.2,  2.400,
2560200105, 102713, 124355,  124.8,  0.500,
2570200121, 112613, 130008,    7.6,  6.640,
2570200117, 112613, 125806,   25.2,  6.690,
2570200114, 112613, 125621,   45.7,  6.370,
2570200111, 112613, 125351,   74.3,  4.340,
2570200108, 112613, 125117,  100.7,  1.960,
2570200105, 112613, 124858,  126.3,  0.363,
2580200120, 122013, 131049,    7.5,  6.435,
2580200117, 122013, 130819,   25.2,  6.357,
2580200114, 122013, 130609,   44.8,  5.027,
2580200111, 122013, 130319,   74.2,  2.985,
2580200108, 122013, 130059,  100.2,  1.270,
2580200105, 122013, 125849,  125.6,  0.293,
2590200120, 011514, 131112,    6.3,  4.627,
2590200117, 011514, 130013,   24.3,  5.267,
2590200114, 011514, 125633,   45.9,  4.293,
2590200111, 011514, 125333,   75.9,  2.735,
2590200108, 011514, 125033,  101.1,  1.393,
2590200105, 011514, 124733,  126.3,  0.743,
2600200120, 021414, 133246,    7.8,  4.137,
2600200117, 021414, 133016,   26.2,  3.387,
2600200114, 021414, 132726,   44.2,  2.333,
2600200111, 021414, 132416,   74.9,  1.325,
2600200108, 021414, 132126,  100.4,  1.020,
2600200105, 021414, 131756,  125.4,  0.213,
2610200120, 030514, 132258,    7.0,  6.813,
2610200117, 030514, 132042,   24.8,  7.503,
2610200114, 030514, 131736,   46.4,  6.507,
2610200111, 030514, 131500,   75.5,  4.610,
2610200108, 030514, 131229,  100.5,  3.450,
2610200105, 030514, 131000,  124.2,  0.720,
2620200120, 041014, 131508,    4.5,  7.283,
2620200117, 041014, 131229,   23.9,  7.927,
2620200114, 041014, 131003,   45.0,  7.960,
2620200111, 041014, 130658,   72.8,  5.647,
2620200108, 041014, 130439,   99.2,  3.530,
2620200105, 041014, 130148,  124.8,  1.977,
2630200721, 060114, 130042,    5.4,  9.193,
2630200717, 060114, 125847,   24.7,  6.183,
2630200714, 060114, 125702,   44.8,  5.340,
2630200711, 060114, 125459,   75.4,  5.605,
2630200708, 060114, 125313,  100.2,  6.613,
2630200705, 060114, 125119,  125.6,  1.937,
2640200121, 063014, 125725,    5.1,  9.533,
2640200118, 063014, 125535,   24.9,  9.887,
2640200115, 063014, 125354,   45.2,  6.735,
2640200112, 063014, 125144,   75.7,  4.320,
2640200109, 063014, 124954,  100.0,  2.217,
2640200105, 063014, 124635,  124.4,  1.583,
2650200120, 091414, 130204,    7.7,  6.913,
2650200114, 091414, 125803,   45.1,  6.713,
2650200111, 091414, 125613,   75.3,  4.343,
2650200108, 091414, 125428,  100.2,  2.743,
2650200105, 091414, 125229,  125.1,  0.587,
2660200120, 101314, 130315,    8.0, 10.373,
2660200117, 101314, 130110,   24.9, 11.787,
2660200114, 101314, 125930,   45.8,  8.793,
2660200111, 101314, 125740,   74.1,  4.410,
2660200108, 101314, 125550,  100.3,  1.927,
2660200105, 101314, 125350,  124.6,  0.383,
2670200120, 112114, 125007,    6.9,  8.257,
2670200117, 112114, 124812,   25.4,  8.257,
2670200114, 112114, 124623,   44.7,  5.977,
2670200111, 112114, 124413,   74.4,  3.513,
2670200108, 112114, 124207,  100.4,  1.210,
2670200105, 112114, 124002,  125.4,  0.283,
2680200120, 121614, 130809,    7.4,  5.200,
2680200117, 121614, 130534,   25.1,  7.360,
2680200114, 121614, 130354,   44.5,  5.497,
2680200111, 121614, 130200,   75.3,  2.197,
2680200108, 121614, 130014,  100.6,  1.237,
2680200105, 121614, 125829,  125.5,  0.380,
