botid, date, time, press, pe4, 
1270201003, 061401, 183717,  173.5,   4.70,
1280200914, 071101, 215243,    3.9,   3.79,
1280200913, 071101, 215145,   13.5,   5.21,
1280200912, 071101, 215038,   23.0,   7.50,
1280200911, 071101, 214930,   33.2,   1.86,
1280200910, 071101, 214827,   43.0,   3.27,
1280200909, 071101, 214720,   58.2,   1.66,
1280200908, 071101, 214613,   74.1,   4.11,
1280200907, 071101, 214451,   97.6,   1.39,
1280200906, 071101, 214334,  123.8,   2.66,
1280200905, 071101, 214224,  148.3,   1.21,
1280200904, 071101, 214102,  175.0,   4.46,
1290200313, 080701, 195419,    4.7,   4.09,
1290200312, 080701, 195305,   14.3,   8.01,
1290200311, 080701, 195138,   24.8,   2.50,
1290200310, 080701, 195036,   34.3,   8.63,
1290200309, 080701, 194930,   44.6,   7.16,
1290200308, 080701, 194818,   58.9,   5.10,
1290200307, 080701, 194657,   74.6,   5.02,
1290200306, 080701, 194536,  100.3,  12.09,
1290200305, 080701, 194419,  123.9,   4.52,
1290200304, 080701, 194255,  150.1,   2.08,
1290200303, 080701, 194135,  175.8,   6.23,
1300201014, 100201, 185500,    4.5,   0.00,
1300201013, 100201, 185410,   14.9,   0.66,
1300201012, 100201, 185315,   24.8,   3.74,
1300201011, 100201, 185225,   34.4,   0.00,
1300201010, 100201, 185215,   34.7,   6.56,
1300201009, 100201, 185125,   44.8,   5.48,
1300201008, 100201, 185025,   60.2,   4.65,
1300201007, 100201, 184930,   74.7,   2.16,
1300201006, 100201, 184815,   98.0,   5.57,
1300201005, 100201, 184700,  125.3,   5.73,
1300201004, 100201, 184526,  151.3,   0.00,
1300201003, 100201, 184415,  170.2,   0.00,
1310201021, 102301, 185657,    4.9,   6.44,
1310201020, 102301, 185557,   14.8,   5.42,
1310201019, 102301, 185457,   24.7,   6.83,
1310201017, 102301, 185308,   34.6,   9.82,
1310201016, 102301, 185257,   34.7,   4.95,
1310201015, 102301, 185157,   45.2,   0.00,
1310201013, 102301, 185037,   60.5,   0.08,
1310201012, 102301, 184932,   74.9,   9.19,
1310201009, 102301, 184727,   99.2,   0.00,
1310201007, 102301, 184507,  124.4,   0.00,
1310201005, 102301, 184247,  150.5,   0.00,
1310201003, 102301, 184037,  174.3,   0.00,
1320201014, 111701, 184912,    4.2,   2.58,
1320201013, 111701, 184811,   14.0,   6.07,
1320201012, 111701, 184711,   24.4,   4.57,
1320201011, 111701, 184603,   33.8,   6.45,
1320201010, 111701, 184553,   33.8,   5.80,
1320201009, 111701, 184449,   44.4,   8.60,
1320201008, 111701, 184346,   59.9,   6.61,
1320201007, 111701, 184246,   74.2,  15.74,
1320201006, 111701, 184126,   99.4,   6.07,
1320201005, 111701, 184018,  124.3,   2.74,
1320201004, 111701, 183906,  150.0,   1.45,
1320201003, 111701, 183751,  175.1,   1.24,
1330200721, 121601, 012444,    3.4,   7.05,
1330200720, 121601, 012344,   13.8,   8.23,
1330200718, 121601, 012214,   24.1,   6.83,
1330200717, 121601, 012114,   33.6,   8.01,
1330200716, 121601, 012059,   33.7,   9.20,
1330200714, 121601, 011944,   43.4,   5.81,
1330200713, 121601, 011829,   59.8,  11.89,
1330200711, 121601, 011709,   73.8,   8.71,
1330200709, 121601, 011529,   99.1,   1.56,
1330200708, 121601, 011414,  124.0,   0.00,
1330200706, 121601, 011244,  149.5,   2.58,
1330200704, 121601, 011109,  174.3,   1.51,
1340201014, 011602, 184723,    4.5,   8.17,
1340201013, 011602, 184622,   14.0,   6.32,
1340201012, 011602, 184537,   24.5,   6.92,
1340201011, 011602, 184448,   34.1,  10.44,
1340201010, 011602, 184438,   34.5,   8.59,
1340201009, 011602, 184342,   44.4,  11.69,
1340201008, 011602, 184253,   59.6,   9.78,
1340201007, 011602, 184158,   74.0,  13.48,
1340201006, 011602, 184052,   99.7,  15.69,
1340201005, 011602, 183937,  125.8,  24.16,
1340201004, 011602, 183824,  148.8,  22.19,
1340201003, 011602, 183714,  174.5,   2.03,
1350201014, 022102, 185203,    4.0,   1.35,
1350201013, 022102, 185058,   14.1,   6.85,
1350201012, 022102, 184948,   25.2,   9.22,
1350201011, 022102, 184833,   35.1,   6.69,
1350201010, 022102, 184818,   35.3,   4.80,
1350201009, 022102, 184717,   44.3,   2.70,
1350201008, 022102, 184558,   60.0,   5.72,
1350201007, 022102, 184432,   74.6,   5.39,
1350201006, 022102, 184308,  100.1,   8.68,
1350201005, 022102, 184143,  124.8,   2.37,
1350201004, 022102, 184023,  149.5,   3.13,
1350201003, 022102, 183853,  174.8,   4.21,
1360201115, 031302, 184809,    4.7,   7.21,
1360201114, 031302, 184714,   13.8,   9.66,
1360201113, 031302, 184619,   24.4,  17.79,
1360201112, 031302, 184524,   34.1,  27.30,
1360201111, 031302, 184515,   34.1,  11.96,
1360201110, 031302, 184419,   44.7,   3.83,
1360201109, 031302, 184310,   59.1,  20.25,
1360201108, 031302, 184209,   74.2,  15.65,
1360201106, 031302, 184039,  100.1,  25.92,
1360201105, 031302, 183934,  123.6,  37.27,
1360201104, 031302, 183819,  149.3,   4.29,
1360201103, 031302, 183704,  175.5,   0.46,
1370201014, 052102, 185027,    4.8,   8.46,
1370201013, 052102, 184913,   15.0,   4.72,
1370201012, 052102, 184808,   24.9,   0.49,
1370201011, 052102, 184657,   34.1,  11.39,
1370201010, 052102, 184643,   34.0,   6.02,
1370201009, 052102, 184537,   44.4,   4.56,
1370201008, 052102, 184427,   59.5,  14.97,
1370201007, 052102, 184313,   74.9,  24.25,
1370201006, 052102, 184153,   99.8,  11.56,
1370201005, 052102, 184027,  124.7,   9.93,
1370201004, 052102, 183858,  149.6,   9.93,
1370201003, 052102, 183728,  174.1,   6.84,
1380200914, 063002, 094745,    3.9,   4.82,
1380200913, 063002, 094649,   13.9,   3.91,
1380200912, 063002, 094555,   23.1,   4.57,
1380200911, 063002, 094500,   33.7,   0.00,
1380200910, 063002, 094449,   33.7,   0.00,
1380200909, 063002, 094354,   43.8,   2.08,
1380200908, 063002, 094255,   59.5,  11.63,
1380200907, 063002, 094144,   75.5,   2.58,
1380200906, 063002, 094029,  100.4,   6.15,
1380200905, 063002, 093905,  127.7,   1.33,
1380200904, 063002, 093734,  152.2,   0.00,
1380200903, 063002, 093619,  173.6,   0.00,
1390201014, 082802, 192642,    5.0,   5.21,
1390201012, 082802, 192417,   25.8,   4.87,
1390201011, 082802, 192308,   35.4,  14.45,
1390201010, 082802, 192257,   35.4,   8.16,
1390201009, 082802, 192157,   45.0,   1.87,
1390201008, 082802, 192037,   59.2,   2.38,
1390201007, 082802, 191912,   74.0,   8.39,
1390201006, 082802, 191727,  100.6,  16.55,
1390201005, 082802, 191552,  124.0,   6.52,
1390201004, 082802, 191412,  150.3,   5.44,
1390201003, 082802, 191217,  175.1,   1.59,
1400201017, 100702, 184846,    4.8,   0.00,
1400201016, 100702, 184801,   14.5,   0.00,
1400201015, 100702, 184715,   24.6,   1.36,
1400201014, 100702, 184626,   34.9,   0.19,
1400201013, 100702, 184616,   34.9,   0.00,
1400201011, 100702, 184456,   45.7,   0.94,
1400201009, 100702, 184356,   59.3,   0.00,
1400201008, 100702, 184301,   74.5,   0.00,
1400201006, 100702, 184116,  102.0,  10.02,
1400201005, 100702, 184011,  123.4,   0.84,
1400201004, 100702, 183856,  149.4,   0.19,
1400201003, 100702, 183717,  175.0,   0.00,
1410200623, 110402, 070229,    4.7,   4.93,
1410200621, 110402, 070054,   14.7,   3.42,
1410200620, 110402, 065934,   24.8,   4.46,
1410200618, 110402, 065758,   34.5,   4.29,
1410200617, 110402, 065748,   34.5,   3.88,
1410200615, 110402, 065608,   45.0,   6.84,
1410200612, 110402, 065419,   60.1,   4.58,
1410200611, 110402, 065258,   74.9,  13.73,
1410200609, 110402, 065109,  100.2,   7.42,
1410200607, 110402, 064909,  125.0,   5.10,
1410200606, 110402, 064719,  150.8,   4.69,
1410200604, 110402, 064539,  175.1,   5.45,
1420200618, 112502, 065921,    5.0,   2.81,
1420200617, 112502, 065746,   13.2,   4.10,
1420200614, 112502, 065606,   26.0,   4.21,
1420200613, 112502, 065451,   34.1,   4.43,
1420200612, 112502, 065441,   34.2,   5.33,
1420200611, 112502, 065321,   45.2,   3.87,
1420200610, 112502, 065151,   59.8,   5.39,
1420200609, 112502, 065026,   74.9,   6.06,
1420200606, 112502, 064812,  100.6,   4.71,
1420200605, 112502, 064647,  123.0,   1.63,
1420200604, 112502, 064511,  151.5,   1.91,
1420200603, 112502, 064256,  178.1,   0.90,
1430200614, 121902, 065325,    4.5,   5.83,
1430200613, 121902, 065215,   15.9,   6.25,
1430200612, 121902, 065121,   25.5,   5.41,
1430200611, 121902, 065000,   33.7,   5.35,
1430200610, 121902, 064950,   33.7,   7.05,
1430200609, 121902, 064859,   44.6,   4.88,
1430200608, 121902, 064749,   59.7,   5.35,
1430200607, 121902, 064619,   74.8,   2.28,
1430200606, 121902, 064459,  101.2,  11.03,
1430200605, 121902, 064339,  124.8,   0.80,
1430200604, 121902, 064214,  150.8,   0.42,
1430200603, 121902, 064049,  174.1,   1.80,
1440200514, 011703, 070048,    4.2,  14.67,
1440200513, 011703, 065943,   13.6,  16.97,
1440200512, 011703, 065828,   23.7,  13.54,
1440200511, 011703, 065708,   36.0,  16.54,
1440200509, 011703, 065558,   45.9,  15.42,
1440200508, 011703, 065448,   59.7,  14.24,
1440200507, 011703, 065329,   72.9,  15.85,
1440200506, 011703, 065148,  101.1,  12.31,
1440200505, 011703, 065028,  123.7,   2.36,
1440200504, 011703, 064913,  150.0,   1.87,
1440200503, 011703, 064733,  176.5,   2.62,
1450200616, 022603, 065644,    3.8,   3.33,
1450200615, 022603, 065539,   14.2,   2.22,
1450200612, 022603, 065259,   34.8,   4.48,
1450200611, 022603, 065249,   34.8,   2.02,
1450200610, 022603, 065159,   45.2,   2.47,
1450200609, 022603, 065059,   59.1,   3.98,
1450200608, 022603, 064959,   74.8,   6.30,
1450200606, 022603, 064829,   99.5,  12.49,
1450200605, 022603, 064709,  127.4,   3.38,
1450200604, 022603, 064544,  153.7,   0.45,
1450200603, 022603, 064419,  176.1,   1.97,
1460200614, 032903, 070715,    8.6,   2.38,
1460200613, 032903, 070455,   15.3,   2.18,
1460200612, 032903, 070256,   24.1,   2.48,
1460200611, 032903, 070125,   33.7,   3.29,
1460200610, 032903, 070115,   33.5,   2.89,
1460200609, 032903, 065956,   46.2,   3.55,
1460200608, 032903, 065825,   59.6,   7.10,
1460200607, 032903, 065650,   73.6,   7.30,
1460200606, 032903, 065456,  101.2,   9.99,
1460200605, 032903, 065255,  123.6,   9.83,
1460200604, 032903, 065055,  148.1,   4.76,
1460200603, 032903, 064840,  175.5,   3.50,
1470200614, 042403, 065620,    5.0,   3.25,
1470200613, 042403, 065515,   14.0,   3.94,
1470200612, 042403, 065400,   24.2,   2.83,
1470200611, 042403, 065300,   34.0,   8.39,
1470200610, 042403, 065250,   33.9,   5.14,
1470200609, 042403, 065140,   44.6,   7.45,
1470200608, 042403, 065030,   59.0,   4.72,
1470200607, 042403, 064920,   73.5,   8.13,
1470200606, 042403, 064800,   99.8,  10.28,
1470200605, 042403, 064640,  124.8,   6.35,
1470200604, 042403, 064520,  149.0,   3.88,
1470200603, 042403, 064400,  173.0,   7.56,
1480200614, 052103, 065230,    4.4,   0.72,
1480200613, 052103, 065130,   14.4,   1.88,
1480200612, 052103, 065030,   24.7,   1.79,
1480200611, 052103, 064909,   34.2,   1.57,
1480200610, 052103, 064900,   34.2,   0.54,
1480200609, 052103, 064747,   44.3,   2.24,
1480200608, 052103, 064631,   59.4,   2.37,
1480200607, 052103, 064530,   74.0,   2.19,
1480200606, 052103, 064414,   99.1,   5.01,
1480200605, 052103, 064300,  124.0,   1.03,
1480200604, 052103, 064146,  149.3,   0.00,
1480200603, 052103, 064034,  175.8,   0.76,
1490200614, 062003, 065707,    4.4,   4.51,
1490200613, 062003, 065607,   14.3,   0.99,
1490200612, 062003, 065502,   24.0,   0.99,
1490200611, 062003, 065406,   34.1,   0.94,
1490200610, 062003, 065338,   34.1,   2.98,
1490200609, 062003, 065238,   43.7,   2.73,
1490200608, 062003, 065132,   58.6,   1.49,
1490200607, 062003, 064952,   73.3,   2.13,
1490200606, 062003, 064838,   98.2,   1.93,
1490200605, 062003, 064714,  122.8,   3.97,
1490200604, 062003, 064551,  149.6,   1.98,
1490200603, 062003, 064422,  173.9,   0.00,
1500200614, 072003, 065006,    5.3,  26.65,
1500200613, 072003, 064906,   14.3,  28.25,
1500200612, 072003, 064821,   25.0,  31.44,
1500200611, 072003, 064732,   35.3,  14.92,
1500200610, 072003, 064722,   35.3,  32.51,
1500200609, 072003, 064623,   45.2,  47.96,
1500200608, 072003, 064533,   59.6,  24.52,
1500200607, 072003, 064421,   73.8,  45.30,
1500200606, 072003, 064322,   98.7,  58.09,
1500200605, 072003, 064221,  124.7,  79.94,
1500200604, 072003, 064121,  149.3,  25.58,
1500200603, 072003, 064006,  176.1,  15.46,
1510200617, 082103, 065830,    4.5,  73.55,
1510200616, 082103, 065730,   14.4,  34.92,
1510200615, 082103, 065635,   25.0,  55.56,
1510200614, 082103, 065540,   34.7,  18.52,
1510200613, 082103, 065530,   34.8,  64.03,
1510200612, 082103, 065435,   44.7,  62.97,
1510200611, 082103, 065335,   59.0,  76.73,
1510200610, 082103, 065234,   74.6,  71.44,
1510200609, 082103, 065125,   99.3,  75.67,
1510200607, 082103, 064920,  124.3,  64.03,
1510200605, 082103, 064705,  148.4,  32.28,
1510200604, 082103, 064535,  175.4,  52.92,
1520200614, 101503, 065834,    8.3,  48.85,
1520200613, 101503, 065710,   15.3,  42.09,
1520200612, 101503, 065554,   24.1,  52.49,
1520200611, 101503, 065454,   34.4,   3.12,
1520200610, 101503, 065445,   34.4,  85.75,
1520200609, 101503, 065340,   44.3,  99.26,
1520200608, 101503, 065224,   60.2,  21.83,
1520200607, 101503, 065059,   75.6,  51.97,
1520200606, 101503, 064926,  101.7,  36.90,
1520200605, 101503, 064730,  127.8,   0.00,
1520200604, 101503, 064545,  151.5,   8.31,
1520200603, 101503, 064400,  177.1,  29.62,
1530200614, 111003, 072517,    7.9,   2.84,
1530200613, 111003, 072308,   12.3,   5.40,
1530200612, 111003, 072118,   25.0,   0.16,
1530200611, 111003, 071955,   32.2,   2.29,
1530200610, 111003, 071938,   33.2,   2.89,
1530200609, 111003, 071837,   43.8,   5.29,
1530200608, 111003, 071641,   57.7,   4.25,
1530200607, 111003, 071516,   73.2,   4.53,
1530200605, 111003, 071232,  105.9,   3.98,
1530200604, 111003, 070933,  148.4,   2.62,
1530200603, 111003, 070737,  172.4,   2.07,
1540200516, 122003, 070923,    4.5,   1.02,
1540200515, 122003, 070709,   14.4,   7.38,
1540200514, 122003, 070619,   24.7,   6.72,
1540200513, 122003, 070508,   35.5,   2.56,
1540200512, 122003, 070453,   35.6,   0.36,
1540200511, 122003, 070338,   45.5,   2.10,
1540200510, 122003, 070225,   60.3,   4.46,
1540200509, 122003, 070114,   77.7,   1.79,
1540200508, 122003, 065934,   99.1,   4.97,
1540200507, 122003, 065753,  124.8,   3.08,
1540200506, 122003, 065631,  150.3,   0.72,
1540200505, 122003, 065419,  173.8,   3.85,
1550200614, 012204, 065057,    3.7,   5.29,
1550200613, 012204, 064931,   14.2,   0.00,
1550200612, 012204, 064835,   22.8,   5.92,
1550200611, 012204, 064733,   33.4,   0.00,
1550200610, 012204, 064723,   33.5,   0.00,
1550200609, 012204, 064553,   43.6,   0.00,
1550200608, 012204, 064452,   58.7,   0.00,
1550200607, 012204, 064339,   73.9,   1.17,
1550200606, 012204, 064222,   99.0,   8.35,
1550200605, 012204, 064057,  123.6,   0.00,
1550200604, 012204, 063925,  149.5,   0.00,
1550200603, 012204, 063805,  175.7,   0.00,
1560200614, 022504, 064721,    4.6,   0.00,
1560200613, 022504, 064630,   14.2,   0.00,
1560200612, 022504, 064545,   23.9,   0.00,
1560200611, 022504, 064446,   33.8,   0.00,
1560200610, 022504, 064431,   33.7,   0.00,
1560200609, 022504, 064335,   44.0,   0.00,
1560200608, 022504, 064201,   59.8,   1.29,
1560200607, 022504, 064106,   73.6,   0.00,
1560200606, 022504, 063941,  100.0,  10.95,
1560200605, 022504, 063811,  124.2,   0.15,
1560200604, 022504, 063656,  149.0,   0.00,
1560200603, 022504, 063536,  173.8,   0.00,
1570200614, 032004, 070410,    4.6,   0.00,
1570200613, 032004, 070241,   15.6,   0.00,
1570200612, 032004, 070125,   24.6,   0.00,
1570200611, 032004, 070000,   36.8,   0.00,
1570200610, 032004, 065951,   36.9,   1.41,
1570200609, 032004, 065831,   44.4,   0.00,
1570200608, 032004, 065716,   56.8,   4.22,
1570200607, 032004, 065546,   74.9,   0.78,
1570200606, 032004, 065410,   96.7,   4.58,
1570200605, 032004, 065221,  125.3,   4.48,
1570200604, 032004, 065023,  151.6,   0.00,
1570200603, 032004, 064831,  172.4,   0.00,
1580200614, 042104, 065935,    4.6,   3.96,
1580200613, 042104, 065751,   14.3,   0.95,
1580200612, 042104, 065612,   24.2,   3.40,
1580200611, 042104, 065421,   34.5,   3.35,
1580200610, 042104, 065411,   34.5,   1.80,
1580200609, 042104, 065246,   44.1,   2.30,
1580200608, 042104, 065106,   59.7,   4.71,
1580200607, 042104, 064921,   75.7,   3.85,
1580200606, 042104, 064740,   98.9,   6.91,
1580200605, 042104, 064547,  124.1,   5.76,
1580200604, 042104, 064401,  148.8,   3.20,
1580200603, 042104, 064221,  174.5,   1.70,
1590200614, 051904, 064437,    4.2,   2.73,
1590200613, 051904, 064347,   14.4,   1.64,
1590200612, 051904, 064252,   24.7,   0.00,
1590200611, 051904, 064202,   33.6,   2.08,
1590200610, 051904, 064153,   33.6,   1.49,
1590200609, 051904, 064103,   44.5,   2.08,
1590200608, 051904, 064012,   58.9,   2.78,
1590200607, 051904, 063912,   73.6,   1.64,
1590200606, 051904, 063752,   99.6,   7.98,
1590200605, 051904, 063622,  123.1,   2.18,
1590200604, 051904, 063457,  149.7,   0.00,
1590200603, 051904, 063352,  174.0,   1.54,
1600200714, 061604, 064721,    4.3,   2.85,
1600200713, 061604, 064611,   14.3,   3.80,
1600200712, 061604, 064506,   24.4,   2.60,
1600200711, 061604, 064402,   34.3,   3.80,
1600200710, 061604, 064351,   34.5,   3.10,
1600200709, 061604, 064246,   44.2,   3.95,
1600200708, 061604, 064131,   59.4,   5.16,
1600200707, 061604, 064010,   74.5,   8.31,
1600200706, 061604, 063846,   98.4,  11.46,
1600200705, 061604, 063711,  125.3,   7.06,
1600200704, 061604, 063531,  149.8,   2.60,
1600200703, 061604, 063351,  176.2,   4.40,
1610200520, 071404, 032453,    5.2,   0.00,
1610200519, 071404, 032353,   15.2,   0.00,
1610200517, 071404, 032245,   23.9,   0.00,
1610200516, 071404, 032149,   35.1,   0.00,
1610200514, 071404, 032043,   44.1,   0.00,
1610200512, 071404, 031854,   59.8,   0.00,
1610200510, 071404, 031723,   75.3,   1.17,
1610200508, 071404, 031603,   99.7,   0.11,
1610200506, 071404, 031446,  125.3,   0.00,
1610200504, 071404, 031333,  150.0,   0.32,
1610200502, 071404, 031204,  174.1,   0.58,
1620200714, 081604, 065106,    4.6,   5.07,
1620200713, 081604, 065021,   14.2,   7.05,
1620200712, 081604, 064930,   24.1,   6.88,
1620200711, 081604, 064841,   34.8,   3.47,
1620200710, 081604, 064831,   34.7,  10.13,
1620200709, 081604, 064741,   45.1,   7.65,
1620200708, 081604, 064649,   58.6,   5.95,
1620200707, 081604, 064546,   75.5,   7.71,
1620200706, 081604, 064449,  100.4,   4.52,
1620200705, 081604, 064352,  123.0,   8.32,
1620200704, 081604, 064249,  148.5,   6.72,
1620200703, 081604, 064140,  175.7,   8.43,
1630200714, 092904, 064958,    4.4,   0.00,
1630200713, 092904, 064844,   15.3,   0.84,
1630200712, 092904, 064759,   25.1,   2.35,
1630200711, 092904, 064705,   35.4,   1.12,
1630200710, 092904, 064656,   35.4,   0.84,
1630200709, 092904, 064559,   45.0,   3.76,
1630200708, 092904, 064458,   60.5,   0.00,
1630200707, 092904, 064409,   74.8,   2.07,
1630200706, 092904, 064223,  100.4,   8.18,
1630200705, 092904, 064108,  124.9,   1.23,
1630200704, 092904, 063939,  150.4,   1.01,
1630200703, 092904, 063839,  174.5,   0.95,
1640200614, 103104, 064922,    4.8,   9.01,
1640200613, 103104, 064822,   14.4,   5.05,
1640200612, 103104, 064727,   24.6,   1.28,
1640200611, 103104, 064622,   35.4,   2.62,
1640200610, 103104, 064612,   35.3,   4.02,
1640200609, 103104, 064522,   45.0,   2.98,
1640200608, 103104, 064407,   60.4,   5.54,
1640200607, 103104, 064256,   74.4,   5.66,
1640200606, 103104, 064136,   98.8,   5.24,
1640200605, 103104, 064027,  125.6,   2.80,
1640200604, 103104, 063806,  149.0,   0.30,
1640200603, 103104, 063647,  175.1,   2.50,
1650200622, 112804, 035436,    4.6,   0.00,
1650200621, 112804, 035321,   14.4,   2.26,
1650200619, 112804, 035206,   24.3,   1.62,
1650200618, 112804, 035051,   35.2,   0.00,
1650200617, 112804, 035036,   35.2,   0.00,
1650200615, 112804, 034906,   44.3,   4.69,
1650200614, 112804, 034751,   59.9,   5.04,
1650200612, 112804, 034620,   74.7,   2.67,
1650200609, 112804, 034421,  100.1,   6.90,
1650200607, 112804, 034252,  124.6,   0.00,
1650200605, 112804, 034121,  149.4,   0.00,
1650200603, 112804, 033921,  174.8,   0.00,
1660200721, 122104, 040449,    4.4,   2.79,
1660200720, 122104, 040310,   15.1,   3.40,
1660200718, 122104, 040124,   25.3,   3.12,
1660200717, 122104, 035957,   36.4,   4.74,
1660200716, 122104, 035948,   36.3,   2.84,
1660200714, 122104, 035808,   44.4,   0.72,
1660200713, 122104, 035614,   59.5,   7.14,
1660200711, 122104, 035420,   75.4,   9.70,
1660200709, 122104, 035204,  100.0,   3.34,
1660200707, 122104, 035001,  125.0,   0.89,
1660200705, 122104, 034745,  148.9,   0.00,
1660200703, 122104, 034519,  175.0,   0.00,
1670200617, 020205, 040113,    5.3,   4.68,
1670200616, 020205, 035958,   15.4,   0.56,
1670200615, 020205, 035847,   25.3,   0.11,
1670200614, 020205, 035727,   35.6,   0.00,
1670200613, 020205, 035718,   35.7,   1.56,
1670200612, 020205, 035607,   45.5,   1.39,
1670200611, 020205, 035423,   60.4,   0.50,
1670200610, 020205, 035243,   75.7,   4.18,
1670200606, 020205, 035016,  100.6,   1.90,
1670200605, 020205, 034836,  126.0,   0.39,
1670200604, 020205, 034658,  150.3,   0.56,
1670200603, 020205, 034525,  175.8,   0.56,
1680200614, 030505, 035557,    5.4,   8.11,
1680200613, 030505, 035449,   15.4,   3.54,
1680200612, 030505, 035328,   25.4,   0.46,
1680200611, 030505, 035206,   34.9,   1.83,
1680200610, 030505, 035153,   34.9,   9.37,
